date,commodity,market,modal_price,arrivals,rainfall,temperature,humidity
2023-01-20,Potato,Vijayawada,1602,88,12.66,27.44,61.76
2023-01-20,Potato,Tirupati,1640,87,12.66,27.44,61.76
2023-01-20,Potato,Anantapur,1732,29,12.66,27.44,61.76
2023-01-21,Potato,Anantapur,1635,68,13.25,29.4,86.55
2023-01-21,Potato,Guntur,1790,30,13.25,29.4,86.55
2023-01-21,Potato,Vijayawada,1774,114,13.25,29.4,86.55
2023-01-21,Potato,Tirupati,1669,97,13.25,29.4,86.55
2023-01-22,Potato,Tirupati,1765,53,13.18,34.28,81.72
2023-01-22,Potato,Anantapur,1898,102,13.18,34.28,81.72
2023-01-22,Potato,Guntur,1653,82,13.18,34.28,81.72
2023-01-22,Potato,Vijayawada,1756,84,13.18,34.28,81.72
2023-01-23,Potato,Anantapur,1889,60,13.55,31.59,80.44
2023-01-23,Potato,Tirupati,1693,30,13.55,31.59,80.44
2023-01-23,Potato,Vijayawada,1798,66,13.55,31.59,80.44
2023-01-23,Potato,Guntur,1675,63,13.55,31.59,80.44
2023-01-24,Potato,Guntur,1673,68,2.02,21.46,88.2
2023-01-24,Potato,Vijayawada,1600,97,2.02,21.46,88.2
2023-01-24,Potato,Tirupati,1791,48,2.02,21.46,88.2
2023-01-24,Potato,Anantapur,1870,41,2.02,21.46,88.2
2023-01-25,Potato,Tirupati,1923,67,13.04,30.27,93.87
2023-01-25,Potato,Anantapur,1754,20,13.04,30.27,93.87
2023-01-25,Potato,Guntur,1825,42,13.04,30.27,93.87
2023-01-25,Potato,Vijayawada,1705,71,13.04,30.27,93.87
2023-01-26,Potato,Guntur,1999,109,16.53,31.6,64.04
2023-01-26,Potato,Vijayawada,1685,43,16.53,31.6,64.04
2023-01-26,Potato,Tirupati,1706,34,16.53,31.6,64.04
2023-01-26,Potato,Anantapur,1721,26,16.53,31.6,64.04
2023-01-27,Potato,Anantapur,1891,75,11.22,28.36,82.76
2023-01-27,Potato,Guntur,1791,73,11.22,28.36,82.76
2023-01-27,Potato,Vijayawada,1973,70,11.22,28.36,82.76
2023-01-27,Potato,Tirupati,1871,81,11.22,28.36,82.76
2023-01-28,Potato,Anantapur,1864,58,19.99,20.77,65.01
2023-01-28,Potato,Tirupati,1608,60,19.99,20.77,65.01
2023-01-28,Potato,Guntur,1859,60,19.99,20.77,65.01
2023-01-28,Potato,Vijayawada,1850,113,19.99,20.77,65.01
2023-01-29,Potato,Guntur,1732,65,11.96,33.01,77.97
2023-01-29,Potato,Vijayawada,1858,101,11.96,33.01,77.97
2023-01-29,Potato,Tirupati,1932,69,11.96,33.01,77.97
2023-01-29,Potato,Anantapur,1637,23,11.96,33.01,77.97
2023-01-30,Potato,Anantapur,1824,48,9.95,26.08,70.14
2023-01-30,Potato,Guntur,1909,99,9.95,26.08,70.14
2023-01-30,Potato,Vijayawada,1837,106,9.95,26.08,70.14
2023-01-30,Potato,Tirupati,1958,24,9.95,26.08,70.14
2023-01-31,Potato,Anantapur,1745,56,15.62,20.97,76.83
2023-01-31,Potato,Tirupati,1783,88,15.62,20.97,76.83
2023-01-31,Potato,Guntur,1781,48,15.62,20.97,76.83
2023-01-31,Potato,Vijayawada,1797,36,15.62,20.97,76.83
2023-02-01,Potato,Anantapur,1643,100,9.29,28.66,71.22
2023-02-01,Potato,Guntur,1840,60,9.29,28.66,71.22
2023-02-01,Potato,Vijayawada,1842,49,9.29,28.66,71.22
2023-02-01,Potato,Tirupati,1917,52,9.29,28.66,71.22
2023-02-02,Potato,Vijayawada,1734,87,8.31,24.79,75.07
2023-02-02,Potato,Tirupati,1886,45,8.31,24.79,75.07
2023-02-02,Potato,Guntur,1801,108,8.31,24.79,75.07
2023-02-02,Potato,Anantapur,1854,69,8.31,24.79,75.07
2023-02-03,Potato,Anantapur,1769,56,1.42,28.64,78.6
2023-02-03,Potato,Tirupati,1777,80,1.42,28.64,78.6
2023-02-03,Potato,Vijayawada,1965,74,1.42,28.64,78.6
2023-02-03,Potato,Guntur,1742,96,1.42,28.64,78.6
2023-02-04,Potato,Guntur,1703,92,1.27,28.04,94.03
2023-02-04,Potato,Vijayawada,1786,53,1.27,28.04,94.03
2023-02-04,Potato,Tirupati,1849,76,1.27,28.04,94.03
2023-02-04,Potato,Anantapur,1775,110,1.27,28.04,94.03
2023-02-05,Potato,Tirupati,1625,88,5.2,31.69,90.35
2023-02-05,Potato,Anantapur,1947,108,5.2,31.69,90.35
2023-02-05,Potato,Guntur,1607,39,5.2,31.69,90.35
2023-02-05,Potato,Vijayawada,1826,109,5.2,31.69,90.35
2023-02-06,Potato,Guntur,1839,29,14.62,23.7,90.99
2023-02-06,Potato,Vijayawada,1767,81,14.62,23.7,90.99
2023-02-06,Potato,Tirupati,1826,83,14.62,23.7,90.99
2023-02-06,Potato,Anantapur,1648,47,14.62,23.7,90.99
2023-02-07,Potato,Anantapur,1613,58,18.92,27.49,61.24
2023-02-07,Potato,Guntur,1769,33,18.92,27.49,61.24
2023-02-07,Potato,Vijayawada,1752,65,18.92,27.49,61.24
2023-02-07,Potato,Tirupati,1995,59,18.92,27.49,61.24
2023-02-08,Potato,Tirupati,1653,79,0.41,27.13,92.57
2023-02-08,Potato,Anantapur,1820,83,0.41,27.13,92.57
2023-02-08,Potato,Guntur,1886,62,0.41,27.13,92.57
2023-02-08,Potato,Vijayawada,1671,105,0.41,27.13,92.57
2023-02-09,Potato,Guntur,1802,27,1.79,31.33,94.26
2023-02-09,Potato,Vijayawada,1825,116,1.79,31.33,94.26
2023-02-09,Potato,Tirupati,1758,28,1.79,31.33,94.26
2023-02-09,Potato,Anantapur,1694,36,1.79,31.33,94.26
2023-02-10,Potato,Guntur,1645,96,14.51,29.72,72.39
2023-02-10,Potato,Vijayawada,1939,112,14.51,29.72,72.39
2023-02-10,Potato,Tirupati,1920,50,14.51,29.72,72.39
2023-02-10,Potato,Anantapur,1832,44,14.51,29.72,72.39
2023-02-11,Potato,Anantapur,1605,27,11.6,30.54,67.3
2023-02-11,Potato,Tirupati,1793,54,11.6,30.54,67.3
2023-02-11,Potato,Vijayawada,1889,66,11.6,30.54,67.3
2023-02-11,Potato,Guntur,1722,110,11.6,30.54,67.3
2023-02-12,Potato,Guntur,1810,46,3.65,31.35,68.41
2023-02-12,Potato,Vijayawada,1741,68,3.65,31.35,68.41
2023-02-12,Potato,Tirupati,1879,99,3.65,31.35,68.41
2023-02-12,Potato,Anantapur,1743,104,3.65,31.35,68.41
2023-02-13,Potato,Anantapur,1699,29,2.08,32.34,80.56
2023-02-13,Potato,Guntur,1620,62,2.08,32.34,80.56
2023-02-13,Potato,Vijayawada,1981,67,2.08,32.34,80.56
2023-02-13,Potato,Tirupati,1973,36,2.08,32.34,80.56
2023-02-14,Potato,Tirupati,1653,73,0.43,26.47,63.59
2023-02-14,Potato,Anantapur,1918,32,0.43,26.47,63.59
2023-02-14,Potato,Guntur,1788,48,0.43,26.47,63.59
2023-02-14,Potato,Vijayawada,1703,83,0.43,26.47,63.59
2023-02-15,Potato,Anantapur,1931,47,10.7,24.55,70.97
2023-02-15,Potato,Tirupati,1923,75,10.7,24.55,70.97
2023-02-15,Potato,Vijayawada,1678,112,10.7,24.55,70.97
2023-02-15,Potato,Guntur,1925,44,10.7,24.55,70.97
2023-02-16,Potato,Guntur,1903,103,1.7,22.51,76.54
2023-02-16,Potato,Vijayawada,1907,55,1.7,22.51,76.54
2023-02-16,Potato,Tirupati,1888,64,1.7,22.51,76.54
2023-02-16,Potato,Anantapur,1897,46,1.7,22.51,76.54
2023-02-17,Potato,Tirupati,1664,95,10.54,27.15,82.5
2023-02-17,Potato,Anantapur,1842,22,10.54,27.15,82.5
2023-02-17,Potato,Guntur,1705,63,10.54,27.15,82.5
2023-02-17,Potato,Vijayawada,1906,60,10.54,27.15,82.5
2023-02-18,Potato,Guntur,1739,56,4.07,21.21,69.12
2023-02-18,Potato,Vijayawada,1784,115,4.07,21.21,69.12
2023-02-18,Potato,Tirupati,1794,68,4.07,21.21,69.12
2023-02-18,Potato,Anantapur,1691,101,4.07,21.21,69.12
2023-02-19,Potato,Anantapur,1629,46,5.11,23.93,62.08
2023-02-19,Potato,Guntur,1621,103,5.11,23.93,62.08
2023-02-19,Potato,Vijayawada,1717,58,5.11,23.93,62.08
2023-02-19,Potato,Tirupati,1834,100,5.11,23.93,62.08
2023-02-20,Potato,Tirupati,1695,30,17.25,24.28,90.27
2023-02-20,Potato,Anantapur,1833,22,17.25,24.28,90.27
2023-02-20,Potato,Guntur,1848,111,17.25,24.28,90.27
2023-02-20,Potato,Vijayawada,1880,98,17.25,24.28,90.27
2023-02-21,Potato,Guntur,1726,93,0.63,20.86,75.63
2023-02-21,Potato,Vijayawada,1903,28,0.63,20.86,75.63
2023-02-21,Potato,Tirupati,1868,75,0.63,20.86,75.63
2023-02-21,Potato,Anantapur,1991,108,0.63,20.86,75.63
2023-02-22,Potato,Guntur,1876,86,1.06,22.88,75.17
2023-02-22,Potato,Vijayawada,1765,97,1.06,22.88,75.17
2023-02-22,Potato,Tirupati,1824,72,1.06,22.88,75.17
2023-02-22,Potato,Anantapur,1672,93,1.06,22.88,75.17
2023-02-23,Potato,Anantapur,1906,89,10.63,27.62,77.93
2023-02-23,Potato,Tirupati,1925,82,10.63,27.62,77.93
2023-02-23,Potato,Vijayawada,1862,59,10.63,27.62,77.93
2023-02-23,Potato,Guntur,1659,83,10.63,27.62,77.93
2023-02-24,Potato,Guntur,1630,46,8.69,28.16,77.89
2023-02-24,Potato,Vijayawada,1996,68,8.69,28.16,77.89
2023-02-24,Potato,Tirupati,1766,89,8.69,28.16,77.89
2023-02-24,Potato,Anantapur,1877,45,8.69,28.16,77.89
2023-02-25,Potato,Anantapur,1759,22,12.3,32.84,66.58
2023-02-25,Potato,Guntur,1695,103,12.3,32.84,66.58
2023-02-25,Potato,Vijayawada,1914,54,12.3,32.84,66.58
2023-02-25,Potato,Tirupati,1779,89,12.3,32.84,66.58
2023-02-26,Potato,Tirupati,1866,56,2.61,27.65,60.58
2023-02-26,Potato,Anantapur,1632,54,2.61,27.65,60.58
2023-02-26,Potato,Guntur,1602,109,2.61,27.65,60.58
2023-02-26,Potato,Vijayawada,1899,31,2.61,27.65,60.58
2023-02-27,Potato,Guntur,1785,104,4.5,23.29,81.5
2023-02-27,Potato,Vijayawada,1654,66,4.5,23.29,81.5
2023-02-27,Potato,Tirupati,1984,68,4.5,23.29,81.5
2023-02-27,Potato,Anantapur,1609,49,4.5,23.29,81.5
2023-02-28,Potato,Guntur,1710,47,8.16,23.52,82.81
2023-02-28,Potato,Vijayawada,1813,22,8.16,23.52,82.81
2023-02-28,Potato,Tirupati,1706,52,8.16,23.52,82.81
2023-02-28,Potato,Anantapur,1976,92,8.16,23.52,82.81
2023-03-01,Potato,Anantapur,1750,20,1.75,32.32,80.21
2023-03-01,Potato,Tirupati,1673,95,1.75,32.32,80.21
2023-03-01,Potato,Guntur,1786,61,1.75,32.32,80.21
2023-03-01,Potato,Vijayawada,1771,108,1.75,32.32,80.21
2023-03-02,Potato,Guntur,1620,77,0.22,25.74,61.74
2023-03-02,Potato,Vijayawada,1775,80,0.22,25.74,61.74
2023-03-02,Potato,Tirupati,1647,44,0.22,25.74,61.74
2023-03-02,Potato,Anantapur,1631,74,0.22,25.74,61.74
2023-03-03,Potato,Guntur,1616,73,16.59,26.64,83.18
2023-03-03,Potato,Vijayawada,1690,64,16.59,26.64,83.18
2023-03-03,Potato,Tirupati,1772,90,16.59,26.64,83.18
2023-03-03,Potato,Anantapur,1885,100,16.59,26.64,83.18
2023-03-04,Potato,Anantapur,1858,113,9.6,34.08,69.66
2023-03-04,Potato,Tirupati,1874,119,9.6,34.08,69.66
2023-03-04,Potato,Vijayawada,1823,35,9.6,34.08,69.66
2023-03-04,Potato,Guntur,1905,117,9.6,34.08,69.66
2023-03-05,Potato,Guntur,1625,101,12.18,24.48,62.15
2023-03-05,Potato,Vijayawada,1956,46,12.18,24.48,62.15
2023-03-05,Potato,Tirupati,1970,52,12.18,24.48,62.15
2023-03-05,Potato,Anantapur,1986,65,12.18,24.48,62.15
2023-03-06,Potato,Guntur,1780,79,18.11,33.86,83.56
2023-03-06,Potato,Vijayawada,1803,113,18.11,33.86,83.56
2023-03-06,Potato,Tirupati,1829,88,18.11,33.86,83.56
2023-03-06,Potato,Anantapur,1666,115,18.11,33.86,83.56
2023-03-07,Potato,Tirupati,1868,74,15.89,26.97,88.67
2023-03-07,Potato,Anantapur,1974,97,15.89,26.97,88.67
2023-03-07,Potato,Vijayawada,1924,60,15.89,26.97,88.67
2023-03-07,Potato,Guntur,1775,98,15.89,26.97,88.67
2023-03-08,Potato,Guntur,1712,93,16.53,21.77,94.55
2023-03-08,Potato,Vijayawada,1678,38,16.53,21.77,94.55
2023-03-08,Potato,Tirupati,1767,68,16.53,21.77,94.55
2023-03-08,Potato,Anantapur,1762,42,16.53,21.77,94.55
2023-03-09,Potato,Guntur,1992,79,19.59,22.97,63.26
2023-03-09,Potato,Vijayawada,1993,62,19.59,22.97,63.26
2023-03-09,Potato,Tirupati,1708,63,19.59,22.97,63.26
2023-03-09,Potato,Anantapur,1871,40,19.59,22.97,63.26
2023-03-10,Potato,Anantapur,1713,113,18.39,30.56,91.87
2023-03-10,Potato,Vijayawada,1605,85,18.39,30.56,91.87
2023-03-10,Potato,Guntur,1609,83,18.39,30.56,91.87
2023-03-10,Potato,Tirupati,1676,114,18.39,30.56,91.87
2023-03-11,Potato,Guntur,1830,25,0.9,21.27,77.57
2023-03-11,Potato,Vijayawada,1829,59,0.9,21.27,77.57
2023-03-11,Potato,Tirupati,1941,54,0.9,21.27,77.57
2023-03-11,Potato,Anantapur,1824,89,0.9,21.27,77.57
2023-03-12,Potato,Anantapur,1846,105,5.53,30.02,94.12
2023-03-12,Potato,Guntur,1743,94,5.53,30.02,94.12
2023-03-12,Potato,Vijayawada,1755,74,5.53,30.02,94.12
2023-03-12,Potato,Tirupati,1961,102,5.53,30.02,94.12
2023-03-13,Potato,Anantapur,1963,22,7.82,29.01,80.24
2023-03-13,Potato,Tirupati,1810,95,7.82,29.01,80.24
2023-03-13,Potato,Guntur,1985,93,7.82,29.01,80.24
2023-03-13,Potato,Vijayawada,1879,50,7.82,29.01,80.24
2023-03-14,Potato,Anantapur,1684,79,2.04,33.77,87.66
2023-03-14,Potato,Guntur,1694,98,2.04,33.77,87.66
2023-03-14,Potato,Vijayawada,1816,31,2.04,33.77,87.66
2023-03-14,Potato,Tirupati,1778,22,2.04,33.77,87.66
2023-03-15,Potato,Tirupati,1784,31,13.43,25.11,78.77
2023-03-15,Potato,Anantapur,1807,46,13.43,25.11,78.77
2023-03-15,Potato,Guntur,1890,28,13.43,25.11,78.77
2023-03-15,Potato,Vijayawada,1838,109,13.43,25.11,78.77
2023-03-16,Potato,Anantapur,1971,88,14.4,23.1,82.67
2023-03-16,Potato,Tirupati,1743,27,14.4,23.1,82.67
2023-03-16,Potato,Guntur,1779,45,14.4,23.1,82.67
2023-03-16,Potato,Vijayawada,1908,88,14.4,23.1,82.67
2023-03-17,Potato,Guntur,1907,83,16.0,24.01,85.09
2023-03-17,Potato,Vijayawada,1847,94,16.0,24.01,85.09
2023-03-17,Potato,Tirupati,1773,31,16.0,24.01,85.09
2023-03-17,Potato,Anantapur,1720,38,16.0,24.01,85.09
2023-03-18,Potato,Anantapur,1909,71,11.46,22.35,63.44
2023-03-18,Potato,Guntur,1876,95,11.46,22.35,63.44
2023-03-18,Potato,Vijayawada,1775,47,11.46,22.35,63.44
2023-03-18,Potato,Tirupati,1827,40,11.46,22.35,63.44
2023-03-19,Potato,Guntur,1900,39,0.86,29.82,73.22
2023-03-19,Potato,Vijayawada,1756,77,0.86,29.82,73.22
2023-03-19,Potato,Tirupati,1865,107,0.86,29.82,73.22
2023-03-19,Potato,Anantapur,1768,84,0.86,29.82,73.22
2023-03-20,Potato,Vijayawada,1989,32,4.63,22.7,64.57
2023-03-20,Potato,Tirupati,1863,21,4.63,22.7,64.57
2023-03-20,Potato,Guntur,1898,106,4.63,22.7,64.57
2023-03-20,Potato,Anantapur,1665,79,4.63,22.7,64.57
2023-03-21,Potato,Anantapur,1781,72,5.26,26.27,75.61
2023-03-21,Potato,Tirupati,1728,77,5.26,26.27,75.61
2023-03-21,Potato,Vijayawada,1724,38,5.26,26.27,75.61
2023-03-21,Potato,Guntur,1678,59,5.26,26.27,75.61
2023-03-22,Potato,Guntur,1948,24,2.99,33.64,76.49
2023-03-22,Potato,Vijayawada,1998,47,2.99,33.64,76.49
2023-03-22,Potato,Tirupati,1764,67,2.99,33.64,76.49
2023-03-22,Potato,Anantapur,1617,61,2.99,33.64,76.49
2023-03-23,Potato,Tirupati,1944,107,18.06,27.25,91.55
2023-03-23,Potato,Anantapur,1650,25,18.06,27.25,91.55
2023-03-23,Potato,Guntur,1918,115,18.06,27.25,91.55
2023-03-23,Potato,Vijayawada,1786,98,18.06,27.25,91.55
2023-03-24,Potato,Guntur,1933,107,9.45,31.04,78.01
2023-03-24,Potato,Vijayawada,1947,64,9.45,31.04,78.01
2023-03-24,Potato,Tirupati,1747,30,9.45,31.04,78.01
2023-03-24,Potato,Anantapur,1747,38,9.45,31.04,78.01
2023-03-25,Potato,Anantapur,1688,101,15.31,23.63,67.85
2023-03-25,Potato,Guntur,1938,44,15.31,23.63,67.85
2023-03-25,Potato,Vijayawada,1722,82,15.31,23.63,67.85
2023-03-25,Potato,Tirupati,1600,77,15.31,23.63,67.85
2023-03-26,Potato,Tirupati,1911,46,12.94,30.1,79.29
2023-03-26,Potato,Anantapur,1894,45,12.94,30.1,79.29
2023-03-26,Potato,Guntur,1945,81,12.94,30.1,79.29
2023-03-26,Potato,Vijayawada,1895,72,12.94,30.1,79.29
2023-03-27,Potato,Guntur,1783,29,2.03,20.64,76.92
2023-03-27,Potato,Vijayawada,1889,21,2.03,20.64,76.92
2023-03-27,Potato,Tirupati,1716,76,2.03,20.64,76.92
2023-03-27,Potato,Anantapur,1851,82,2.03,20.64,76.92
2023-03-28,Potato,Guntur,1959,23,12.43,24.01,85.94
2023-03-28,Potato,Vijayawada,1986,26,12.43,24.01,85.94
2023-03-28,Potato,Tirupati,1964,70,12.43,24.01,85.94
2023-03-28,Potato,Anantapur,1636,22,12.43,24.01,85.94
2023-03-29,Potato,Anantapur,1797,94,10.95,30.01,65.97
2023-03-29,Potato,Tirupati,1684,101,10.95,30.01,65.97
2023-03-29,Potato,Vijayawada,1970,59,10.95,30.01,65.97
2023-03-29,Potato,Guntur,1803,58,10.95,30.01,65.97
2023-03-30,Potato,Guntur,1915,93,3.78,27.38,83.58
2023-03-30,Potato,Vijayawada,1650,84,3.78,27.38,83.58
2023-03-30,Potato,Tirupati,1906,44,3.78,27.38,83.58
2023-03-30,Potato,Anantapur,1823,81,3.78,27.38,83.58
2023-03-31,Potato,Anantapur,1855,90,3.29,27.86,71.06
2023-03-31,Potato,Guntur,1694,102,3.29,27.86,71.06
2023-03-31,Potato,Vijayawada,1765,102,3.29,27.86,71.06
2023-03-31,Potato,Tirupati,1905,38,3.29,27.86,71.06
2023-04-01,Potato,Vijayawada,1882,100,15.97,34.46,79.19
2023-04-01,Potato,Tirupati,1858,34,15.97,34.46,79.19
2023-04-01,Potato,Guntur,1768,115,15.97,34.46,79.19
2023-04-01,Potato,Anantapur,1959,49,15.97,34.46,79.19
2023-04-02,Potato,Anantapur,1683,99,0.32,30.2,61.08
2023-04-02,Potato,Tirupati,1683,28,0.32,30.2,61.08
2023-04-02,Potato,Guntur,1650,103,0.32,30.2,61.08
2023-04-02,Potato,Vijayawada,1750,89,0.32,30.2,61.08
2023-04-03,Potato,Guntur,1741,71,6.84,24.76,71.31
2023-04-03,Potato,Vijayawada,1806,113,6.84,24.76,71.31
2023-04-03,Potato,Tirupati,1855,92,6.84,24.76,71.31
2023-04-03,Potato,Anantapur,1697,43,6.84,24.76,71.31
2023-04-04,Potato,Tirupati,1972,44,7.6,33.99,81.32
2023-04-04,Potato,Anantapur,1655,29,7.6,33.99,81.32
2023-04-04,Potato,Guntur,1893,77,7.6,33.99,81.32
2023-04-04,Potato,Vijayawada,1968,33,7.6,33.99,81.32
2023-04-05,Potato,Guntur,1901,75,16.05,25.08,77.83
2023-04-05,Potato,Vijayawada,1827,57,16.05,25.08,77.83
2023-04-05,Potato,Tirupati,1841,38,16.05,25.08,77.83
2023-04-05,Potato,Anantapur,1840,38,16.05,25.08,77.83
2023-04-06,Potato,Anantapur,1839,24,0.97,20.88,61.03
2023-04-06,Potato,Guntur,1686,104,0.97,20.88,61.03
2023-04-06,Potato,Vijayawada,1846,52,0.97,20.88,61.03
2023-04-06,Potato,Tirupati,1805,22,0.97,20.88,61.03
2023-04-07,Potato,Tirupati,1695,102,16.11,26.44,79.69
2023-04-07,Potato,Anantapur,1863,107,16.11,26.44,79.69
2023-04-07,Potato,Guntur,1787,41,16.11,26.44,79.69
2023-04-07,Potato,Vijayawada,1632,92,16.11,26.44,79.69
2023-04-08,Potato,Guntur,1926,41,17.04,26.41,83.92
2023-04-08,Potato,Vijayawada,1949,57,17.04,26.41,83.92
2023-04-08,Potato,Tirupati,1943,62,17.04,26.41,83.92
2023-04-08,Potato,Anantapur,1796,24,17.04,26.41,83.92
2023-04-09,Potato,Guntur,1629,110,10.24,20.14,80.86
2023-04-09,Potato,Vijayawada,1615,93,10.24,20.14,80.86
2023-04-09,Potato,Tirupati,1908,42,10.24,20.14,80.86
2023-04-09,Potato,Anantapur,1958,42,10.24,20.14,80.86
2023-04-10,Potato,Anantapur,1601,93,9.65,29.34,83.49
2023-04-10,Potato,Tirupati,1627,74,9.65,29.34,83.49
2023-04-10,Potato,Vijayawada,1746,41,9.65,29.34,83.49
2023-04-10,Potato,Guntur,1890,81,9.65,29.34,83.49
2023-04-11,Potato,Guntur,1620,114,19.02,28.92,91.89
2023-04-11,Potato,Vijayawada,1759,31,19.02,28.92,91.89
2023-04-11,Potato,Tirupati,1870,61,19.02,28.92,91.89
2023-04-11,Potato,Anantapur,1758,91,19.02,28.92,91.89
2023-04-12,Potato,Anantapur,1819,70,1.65,33.49,94.2
2023-04-12,Potato,Guntur,1827,92,1.65,33.49,94.2
2023-04-12,Potato,Vijayawada,1782,66,1.65,33.49,94.2
2023-04-12,Potato,Tirupati,1875,56,1.65,33.49,94.2
2023-04-13,Potato,Tirupati,1712,88,6.84,23.49,72.6
