date,commodity,market,modal_price,arrivals
2023-01-17,Potato,Anantapur,1947,80
2023-01-18,Potato,Guntur,1903,104
2023-01-18,Potato,Vijayawada,1801,84
2023-01-18,Potato,Tirupati,1713,50
2023-01-18,Potato,Anantapur,1826,48
2023-01-19,Potato,Guntur,1928,56
2023-01-19,Potato,Vijayawada,1986,94
2023-01-19,Potato,Tirupati,1931,51
2023-01-19,Potato,Anantapur,1643,30
2023-01-20,Potato,Guntur,1792,112
2023-01-20,Potato,Vijayawada,1602,88
2023-01-20,Potato,Tirupati,1640,87
2023-01-20,Potato,Anantapur,1732,29
2023-01-21,Potato,Guntur,1790,30
2023-01-21,Potato,Vijayawada,1774,114
2023-01-21,Potato,Tirupati,1669,97
2023-01-21,Potato,Anantapur,1635,68
2023-01-22,Potato,Guntur,1653,82
2023-01-22,Potato,Vijayawada,1756,84
2023-01-22,Potato,Tirupati,1765,53
2023-01-22,Potato,Anantapur,1898,102
2023-01-23,Potato,Guntur,1675,63
2023-01-23,Potato,Vijayawada,1798,66
2023-01-23,Potato,Tirupati,1693,30
2023-01-23,Potato,Anantapur,1889,60
2023-01-24,Potato,Guntur,1673,68
2023-01-24,Potato,Vijayawada,1600,97
2023-01-24,Potato,Tirupati,1791,48
2023-01-24,Potato,Anantapur,1870,41
2023-01-25,Potato,Guntur,1825,42
2023-01-25,Potato,Vijayawada,1705,71
2023-01-25,Potato,Tirupati,1923,67
2023-01-25,Potato,Anantapur,1754,20
2023-01-26,Potato,Guntur,1999,109
2023-01-26,Potato,Vijayawada,1685,43
2023-01-26,Potato,Tirupati,1706,34
2023-01-26,Potato,Anantapur,1721,26
2023-01-27,Potato,Guntur,1791,73
2023-01-27,Potato,Vijayawada,1973,70
2023-01-27,Potato,Tirupati,1871,81
2023-01-27,Potato,Anantapur,1891,75
2023-01-28,Potato,Guntur,1859,60
2023-01-28,Potato,Vijayawada,1850,113
2023-01-28,Potato,Tirupati,1608,60
2023-01-28,Potato,Anantapur,1864,58
2023-01-29,Potato,Guntur,1732,65
2023-01-29,Potato,Vijayawada,1858,101
2023-01-29,Potato,Tirupati,1932,69
2023-01-29,Potato,Anantapur,1637,23
2023-01-30,Potato,Guntur,1909,99
2023-01-30,Potato,Vijayawada,1837,106
2023-01-30,Potato,Tirupati,1958,24
2023-01-30,Potato,Anantapur,1824,48
2023-01-31,Potato,Guntur,1781,48
2023-01-31,Potato,Vijayawada,1797,36
2023-01-31,Potato,Tirupati,1783,88
2023-01-31,Potato,Anantapur,1745,56
2023-02-01,Potato,Guntur,1840,60
2023-02-01,Potato,Vijayawada,1842,49
2023-02-01,Potato,Tirupati,1917,52
2023-02-01,Potato,Anantapur,1643,100
2023-02-02,Potato,Guntur,1801,108
2023-02-02,Potato,Vijayawada,1734,87
2023-02-02,Potato,Tirupati,1886,45
2023-02-02,Potato,Anantapur,1854,69
2023-02-03,Potato,Guntur,1742,96
2023-02-03,Potato,Vijayawada,1965,74
2023-02-03,Potato,Tirupati,1777,80
2023-02-03,Potato,Anantapur,1769,56
2023-02-04,Potato,Guntur,1703,92
2023-02-04,Potato,Vijayawada,1786,53
2023-02-04,Potato,Tirupati,1849,76
2023-02-04,Potato,Anantapur,1775,110
2023-02-05,Potato,Guntur,1607,39
2023-02-05,Potato,Vijayawada,1826,109
2023-02-05,Potato,Tirupati,1625,88
2023-02-05,Potato,Anantapur,1947,108
2023-02-06,Potato,Guntur,1839,29
2023-02-06,Potato,Vijayawada,1767,81
2023-02-06,Potato,Tirupati,1826,83
2023-02-06,Potato,Anantapur,1648,47
2023-02-07,Potato,Guntur,1769,33
2023-02-07,Potato,Vijayawada,1752,65
2023-02-07,Potato,Tirupati,1995,59
2023-02-07,Potato,Anantapur,1613,58
2023-02-08,Potato,Guntur,1886,62
2023-02-08,Potato,Vijayawada,1671,105
2023-02-08,Potato,Tirupati,1653,79
2023-02-08,Potato,Anantapur,1820,83
2023-02-09,Potato,Guntur,1802,27
2023-02-09,Potato,Vijayawada,1825,116
2023-02-09,Potato,Tirupati,1758,28
2023-02-09,Potato,Anantapur,1694,36
2023-02-10,Potato,Guntur,1645,96
2023-02-10,Potato,Vijayawada,1939,112
2023-02-10,Potato,Tirupati,1920,50
2023-02-10,Potato,Anantapur,1832,44
2023-02-11,Potato,Guntur,1722,110
2023-02-11,Potato,Vijayawada,1889,66
2023-02-11,Potato,Tirupati,1793,54
2023-02-11,Potato,Anantapur,1605,27
2023-02-12,Potato,Guntur,1810,46
2023-02-12,Potato,Vijayawada,1741,68
2023-02-12,Potato,Tirupati,1879,99
2023-02-12,Potato,Anantapur,1743,104
2023-02-13,Potato,Guntur,1620,62
2023-02-13,Potato,Vijayawada,1981,67
2023-02-13,Potato,Tirupati,1973,36
2023-02-13,Potato,Anantapur,1699,29
2023-02-14,Potato,Guntur,1788,48
2023-02-14,Potato,Vijayawada,1703,83
2023-02-14,Potato,Tirupati,1653,73
2023-02-14,Potato,Anantapur,1918,32
2023-02-15,Potato,Guntur,1925,44
2023-02-15,Potato,Vijayawada,1678,112
2023-02-15,Potato,Tirupati,1923,75
2023-02-15,Potato,Anantapur,1931,47
2023-02-16,Potato,Guntur,1903,103
2023-02-16,Potato,Vijayawada,1907,55
2023-02-16,Potato,Tirupati,1888,64
2023-02-16,Potato,Anantapur,1897,46
2023-02-17,Potato,Guntur,1705,63
2023-02-17,Potato,Vijayawada,1906,60
2023-02-17,Potato,Tirupati,1664,95
2023-02-17,Potato,Anantapur,1842,22
2023-02-18,Potato,Guntur,1739,56
2023-02-18,Potato,Vijayawada,1784,115
2023-02-18,Potato,Tirupati,1794,68
2023-02-18,Potato,Anantapur,1691,101
2023-02-19,Potato,Guntur,1621,103
2023-02-19,Potato,Vijayawada,1717,58
2023-02-19,Potato,Tirupati,1834,100
2023-02-19,Potato,Anantapur,1629,46
2023-02-20,Potato,Guntur,1848,111
2023-02-20,Potato,Vijayawada,1880,98
2023-02-20,Potato,Tirupati,1695,30
2023-02-20,Potato,Anantapur,1833,22
2023-02-21,Potato,Guntur,1726,93
2023-02-21,Potato,Vijayawada,1903,28
2023-02-21,Potato,Tirupati,1868,75
2023-02-21,Potato,Anantapur,1991,108
2023-02-22,Potato,Guntur,1876,86
2023-02-22,Potato,Vijayawada,1765,97
2023-02-22,Potato,Tirupati,1824,72
2023-02-22,Potato,Anantapur,1672,93
2023-02-23,Potato,Guntur,1659,83
2023-02-23,Potato,Vijayawada,1862,59
2023-02-23,Potato,Tirupati,1925,82
2023-02-23,Potato,Anantapur,1906,89
2023-02-24,Potato,Guntur,1630,46
2023-02-24,Potato,Vijayawada,1996,68
2023-02-24,Potato,Tirupati,1766,89
2023-02-24,Potato,Anantapur,1877,45
2023-02-25,Potato,Guntur,1695,103
2023-02-25,Potato,Vijayawada,1914,54
2023-02-25,Potato,Tirupati,1779,89
2023-02-25,Potato,Anantapur,1759,22
2023-02-26,Potato,Guntur,1602,109
2023-02-26,Potato,Vijayawada,1899,31
2023-02-26,Potato,Tirupati,1866,56
2023-02-26,Potato,Anantapur,1632,54
2023-02-27,Potato,Guntur,1785,104
2023-02-27,Potato,Vijayawada,1654,66
2023-02-27,Potato,Tirupati,1984,68
2023-02-27,Potato,Anantapur,1609,49
2023-02-28,Potato,Guntur,1710,47
2023-02-28,Potato,Vijayawada,1813,22
2023-02-28,Potato,Tirupati,1706,52
2023-02-28,Potato,Anantapur,1976,92
2023-03-01,Potato,Guntur,1786,61
2023-03-01,Potato,Vijayawada,1771,108
2023-03-01,Potato,Tirupati,1673,95
2023-03-01,Potato,Anantapur,1750,20
2023-03-02,Potato,Guntur,1620,77
2023-03-02,Potato,Vijayawada,1775,80
2023-03-02,Potato,Tirupati,1647,44
2023-03-02,Potato,Anantapur,1631,74
2023-03-03,Potato,Guntur,1616,73
2023-03-03,Potato,Vijayawada,1690,64
2023-03-03,Potato,Tirupati,1772,90
2023-03-03,Potato,Anantapur,1885,100
2023-03-04,Potato,Guntur,1905,117
2023-03-04,Potato,Vijayawada,1823,35
2023-03-04,Potato,Tirupati,1874,119
2023-03-04,Potato,Anantapur,1858,113
2023-03-05,Potato,Guntur,1625,101
2023-03-05,Potato,Vijayawada,1956,46
2023-03-05,Potato,Tirupati,1970,52
2023-03-05,Potato,Anantapur,1986,65
2023-03-06,Potato,Guntur,1780,79
2023-03-06,Potato,Vijayawada,1803,113
2023-03-06,Potato,Tirupati,1829,88
2023-03-06,Potato,Anantapur,1666,115
2023-03-07,Potato,Guntur,1775,98
2023-03-07,Potato,Vijayawada,1924,60
2023-03-07,Potato,Tirupati,1868,74
2023-03-07,Potato,Anantapur,1974,97
2023-03-08,Potato,Guntur,1712,93
2023-03-08,Potato,Vijayawada,1678,38
2023-03-08,Potato,Tirupati,1767,68
2023-03-08,Potato,Anantapur,1762,42
2023-03-09,Potato,Guntur,1992,79
2023-03-09,Potato,Vijayawada,1993,62
2023-03-09,Potato,Tirupati,1708,63
2023-03-09,Potato,Anantapur,1871,40
2023-03-10,Potato,Guntur,1609,83
2023-03-10,Potato,Vijayawada,1605,85
2023-03-10,Potato,Tirupati,1676,114
2023-03-10,Potato,Anantapur,1713,113
2023-03-11,Potato,Guntur,1830,25
2023-03-11,Potato,Vijayawada,1829,59
2023-03-11,Potato,Tirupati,1941,54
2023-03-11,Potato,Anantapur,1824,89
2023-03-12,Potato,Guntur,1743,94
2023-03-12,Potato,Vijayawada,1755,74
2023-03-12,Potato,Tirupati,1961,102
2023-03-12,Potato,Anantapur,1846,105
2023-03-13,Potato,Guntur,1985,93
2023-03-13,Potato,Vijayawada,1879,50
2023-03-13,Potato,Tirupati,1810,95
2023-03-13,Potato,Anantapur,1963,22
2023-03-14,Potato,Guntur,1694,98
2023-03-14,Potato,Vijayawada,1816,31
2023-03-14,Potato,Tirupati,1778,22
2023-03-14,Potato,Anantapur,1684,79
2023-03-15,Potato,Guntur,1890,28
2023-03-15,Potato,Vijayawada,1838,109
2023-03-15,Potato,Tirupati,1784,31
2023-03-15,Potato,Anantapur,1807,46
2023-03-16,Potato,Guntur,1779,45
2023-03-16,Potato,Vijayawada,1908,88
2023-03-16,Potato,Tirupati,1743,27
2023-03-16,Potato,Anantapur,1971,88
2023-03-17,Potato,Guntur,1907,83
2023-03-17,Potato,Vijayawada,1847,94
2023-03-17,Potato,Tirupati,1773,31
2023-03-17,Potato,Anantapur,1720,38
2023-03-18,Potato,Guntur,1876,95
2023-03-18,Potato,Vijayawada,1775,47
2023-03-18,Potato,Tirupati,1827,40
2023-03-18,Potato,Anantapur,1909,71
2023-03-19,Potato,Guntur,1900,39
2023-03-19,Potato,Vijayawada,1756,77
2023-03-19,Potato,Tirupati,1865,107
2023-03-19,Potato,Anantapur,1768,84
2023-03-20,Potato,Guntur,1898,106
2023-03-20,Potato,Vijayawada,1989,32
2023-03-20,Potato,Tirupati,1863,21
2023-03-20,Potato,Anantapur,1665,79
2023-03-21,Potato,Guntur,1678,59
2023-03-21,Potato,Vijayawada,1724,38
2023-03-21,Potato,Tirupati,1728,77
2023-03-21,Potato,Anantapur,1781,72
2023-03-22,Potato,Guntur,1948,24
2023-03-22,Potato,Vijayawada,1998,47
2023-03-22,Potato,Tirupati,1764,67
2023-03-22,Potato,Anantapur,1617,61
2023-03-23,Potato,Guntur,1918,115
2023-03-23,Potato,Vijayawada,1786,98
2023-03-23,Potato,Tirupati,1944,107
2023-03-23,Potato,Anantapur,1650,25
2023-03-24,Potato,Guntur,1933,107
2023-03-24,Potato,Vijayawada,1947,64
2023-03-24,Potato,Tirupati,1747,30
2023-03-24,Potato,Anantapur,1747,38
2023-03-25,Potato,Guntur,1938,44
2023-03-25,Potato,Vijayawada,1722,82
2023-03-25,Potato,Tirupati,1600,77
2023-03-25,Potato,Anantapur,1688,101
2023-03-26,Potato,Guntur,1945,81
2023-03-26,Potato,Vijayawada,1895,72
2023-03-26,Potato,Tirupati,1911,46
2023-03-26,Potato,Anantapur,1894,45
2023-03-27,Potato,Guntur,1783,29
2023-03-27,Potato,Vijayawada,1889,21
2023-03-27,Potato,Tirupati,1716,76
2023-03-27,Potato,Anantapur,1851,82
2023-03-28,Potato,Guntur,1959,23
2023-03-28,Potato,Vijayawada,1986,26
2023-03-28,Potato,Tirupati,1964,70
2023-03-28,Potato,Anantapur,1636,22
2023-03-29,Potato,Guntur,1803,58
2023-03-29,Potato,Vijayawada,1970,59
2023-03-29,Potato,Tirupati,1684,101
2023-03-29,Potato,Anantapur,1797,94
2023-03-30,Potato,Guntur,1915,93
2023-03-30,Potato,Vijayawada,1650,84
2023-03-30,Potato,Tirupati,1906,44
2023-03-30,Potato,Anantapur,1823,81
2023-03-31,Potato,Guntur,1694,102
2023-03-31,Potato,Vijayawada,1765,102
2023-03-31,Potato,Tirupati,1905,38
2023-03-31,Potato,Anantapur,1855,90
2023-04-01,Potato,Guntur,1768,115
2023-04-01,Potato,Vijayawada,1882,100
2023-04-01,Potato,Tirupati,1858,34
2023-04-01,Potato,Anantapur,1959,49
2023-04-02,Potato,Guntur,1650,103
2023-04-02,Potato,Vijayawada,1750,89
2023-04-02,Potato,Tirupati,1683,28
2023-04-02,Potato,Anantapur,1683,99
2023-04-03,Potato,Guntur,1741,71
2023-04-03,Potato,Vijayawada,1806,113
2023-04-03,Potato,Tirupati,1855,92
2023-04-03,Potato,Anantapur,1697,43
2023-04-04,Potato,Guntur,1893,77
2023-04-04,Potato,Vijayawada,1968,33
2023-04-04,Potato,Tirupati,1972,44
2023-04-04,Potato,Anantapur,1655,29
2023-04-05,Potato,Guntur,1901,75
2023-04-05,Potato,Vijayawada,1827,57
2023-04-05,Potato,Tirupati,1841,38
2023-04-05,Potato,Anantapur,1840,38
2023-04-06,Potato,Guntur,1686,104
2023-04-06,Potato,Vijayawada,1846,52
2023-04-06,Potato,Tirupati,1805,22
2023-04-06,Potato,Anantapur,1839,24
2023-04-07,Potato,Guntur,1787,41
2023-04-07,Potato,Vijayawada,1632,92
2023-04-07,Potato,Tirupati,1695,102
2023-04-07,Potato,Anantapur,1863,107
2023-04-08,Potato,Guntur,1926,41
2023-04-08,Potato,Vijayawada,1949,57
2023-04-08,Potato,Tirupati,1943,62
2023-04-08,Potato,Anantapur,1796,24
2023-04-09,Potato,Guntur,1629,110
2023-04-09,Potato,Vijayawada,1615,93
2023-04-09,Potato,Tirupati,1908,42
2023-04-09,Potato,Anantapur,1958,42
2023-04-10,Potato,Guntur,1890,81
2023-04-10,Potato,Vijayawada,1746,41
2023-04-10,Potato,Tirupati,1627,74
2023-04-10,Potato,Anantapur,1601,93
2023-04-11,Potato,Guntur,1620,114
2023-04-11,Potato,Vijayawada,1759,31
2023-04-11,Potato,Tirupati,1870,61
2023-04-11,Potato,Anantapur,1758,91
2023-04-12,Potato,Guntur,1827,92
2023-04-12,Potato,Vijayawada,1782,66
2023-04-12,Potato,Tirupati,1875,56
2023-04-12,Potato,Anantapur,1819,70
2023-04-13,Potato,Guntur,1820,61
2023-04-13,Potato,Vijayawada,1881,94
2023-04-13,Potato,Tirupati,1712,88
2023-04-13,Potato,Anantapur,1995,86
2023-04-14,Potato,Guntur,1674,41
2023-04-14,Potato,Vijayawada,1910,94
2023-04-14,Potato,Tirupati,1900,83
2023-04-14,Potato,Anantapur,1797,96
2023-04-15,Potato,Guntur,1906,50
2023-04-15,Potato,Vijayawada,1816,49
2023-04-15,Potato,Tirupati,1953,92
2023-04-15,Potato,Anantapur,1804,112
2023-04-16,Potato,Guntur,1819,81
2023-04-16,Potato,Vijayawada,1752,27
2023-04-16,Potato,Tirupati,1848,107
2023-04-16,Potato,Anantapur,1785,82
2023-04-17,Potato,Guntur,1979,69
2023-04-17,Potato,Vijayawada,1892,93
2023-04-17,Potato,Tirupati,1885,32
2023-04-17,Potato,Anantapur,1972,55
2023-04-18,Potato,Guntur,1787,37
2023-04-18,Potato,Vijayawada,1808,58
2023-04-18,Potato,Tirupati,1651,46
2023-04-18,Potato,Anantapur,1974,38
2023-04-19,Potato,Guntur,1708,86
2023-04-19,Potato,Vijayawada,1717,99
2023-04-19,Potato,Tirupati,1928,64
2023-04-19,Potato,Anantapur,1956,90
2023-04-20,Potato,Guntur,1681,110
2023-04-20,Potato,Vijayawada,1710,27
2023-04-20,Potato,Tirupati,1851,77
2023-04-20,Potato,Anantapur,1666,48
2023-04-21,Potato,Guntur,1722,57
2023-04-21,Potato,Vijayawada,1808,72
2023-04-21,Potato,Tirupati,1665,37
2023-04-21,Potato,Anantapur,1799,28
2023-04-22,Potato,Guntur,1994,70
2023-04-22,Potato,Vijayawada,1912,83
2023-04-22,Potato,Tirupati,1785,107
2023-04-22,Potato,Anantapur,1841,115
2023-04-23,Potato,Guntur,1812,73
2023-04-23,Potato,Vijayawada,1668,48
2023-04-23,Potato,Tirupati,1891,117
2023-04-23,Potato,Anantapur,1626,32
2023-04-24,Potato,Guntur,1614,105
2023-04-24,Potato,Vijayawada,1987,45
2023-04-24,Potato,Tirupati,1857,101
2023-04-24,Potato,Anantapur,1974,31
2023-04-25,Potato,Guntur,1832,107
2023-04-25,Potato,Vijayawada,1978,112
2023-04-25,Potato,Tirupati,1954,66
2023-04-25,Potato,Anantapur,1763,90
2023-04-26,Potato,Guntur,1901,38
2023-04-26,Potato,Vijayawada,1671,74
2023-04-26,Potato,Tirupati,1973,37
2023-04-26,Potato,Anantapur,1742,90
2023-04-27,Potato,Guntur,1941,102
2023-04-27,Potato,Vijayawada,1627,44
2023-04-27,Potato,Tirupati,1802,67
2023-04-27,Potato,Anantapur,1976,27
2023-04-28,Potato,Guntur,1710,63
2023-04-28,Potato,Vijayawada,1919,51
2023-04-28,Potato,Tirupati,1986,108
2023-04-28,Potato,Anantapur,1775,38
2023-04-29,Potato,Guntur,1924,45
2023-04-29,Potato,Vijayawada,1845,38
2023-04-29,Potato,Tirupati,1800,71
2023-04-29,Potato,Anantapur,1757,47
2023-04-30,Potato,Guntur,1995,51
2023-04-30,Potato,Vijayawada,1701,119
2023-04-30,Potato,Tirupati,1993,43
2023-04-30,Potato,Anantapur,1744,52
2023-05-01,Potato,Guntur,1901,119
2023-05-01,Potato,Vijayawada,1702,97
2023-05-01,Potato,Tirupati,1917,103
2023-05-01,Potato,Anantapur,1979,118
2023-05-02,Potato,Guntur,1928,55
2023-05-02,Potato,Vijayawada,1741,118
2023-05-02,Potato,Tirupati,1977,107
2023-05-02,Potato,Anantapur,1606,28
2023-05-03,Potato,Guntur,1890,109
2023-05-03,Potato,Vijayawada,1666,87
2023-05-03,Potato,Tirupati,1925,71
2023-05-03,Potato,Anantapur,1740,94
2023-05-04,Potato,Guntur,1635,75
2023-05-04,Potato,Vijayawada,1700,67
2023-05-04,Potato,Tirupati,1932,86
2023-05-04,Potato,Anantapur,1812,109
2023-05-05,Potato,Guntur,1960,63
2023-05-05,Potato,Vijayawada,1718,38
2023-05-05,Potato,Tirupati,1982,88
2023-05-05,Potato,Anantapur,1752,94
2023-05-06,Potato,Guntur,1968,39
2023-05-06,Potato,Vijayawada,1808,99
2023-05-06,Potato,Tirupati,1831,95
2023-05-06,Potato,Anantapur,1739,22
2023-05-07,Potato,Guntur,1730,32
2023-05-07,Potato,Vijayawada,1806,67
2023-05-07,Potato,Tirupati,1990,114
2023-05-07,Potato,Anantapur,1749,33
2023-05-08,Potato,Guntur,1655,69
2023-05-08,Potato,Vijayawada,1731,119
2023-05-08,Potato,Tirupati,1883,57
2023-05-08,Potato,Anantapur,1658,26
2023-05-09,Potato,Guntur,1663,86
2023-05-09,Potato,Vijayawada,1950,41
2023-05-09,Potato,Tirupati,1712,22
2023-05-09,Potato,Anantapur,1838,87
2023-05-10,Potato,Guntur,1888,40
2023-05-10,Potato,Vijayawada,1647,71
2023-05-10,Potato,Tirupati,1913,30
2023-05-10,Potato,Anantapur,1926,49
2023-05-11,Potato,Guntur,1994,36
2023-05-11,Potato,Vijayawada,1956,88
2023-05-11,Potato,Tirupati,1934,91
2023-05-11,Potato,Anantapur,1820,94
2023-05-12,Potato,Guntur,1607,98
2023-05-12,Potato,Vijayawada,1894,99
2023-05-12,Potato,Tirupati,1756,107
2023-05-12,Potato,Anantapur,1728,69
2023-05-13,Potato,Guntur,1874,113
2023-05-13,Potato,Vijayawada,1746,77
2023-05-13,Potato,Tirupati,1726,70
2023-05-13,Potato,Anantapur,1960,97
2023-05-14,Potato,Guntur,1669,117
2023-05-14,Potato,Vijayawada,1839,35
2023-05-14,Potato,Tirupati,1941,20
2023-05-14,Potato,Anantapur,1715,86
2023-05-15,Potato,Guntur,1936,116
2023-05-15,Potato,Vijayawada,1790,47
2023-05-15,Potato,Tirupati,1886,115
2023-05-15,Potato,Anantapur,1990,26
2023-05-16,Potato,Guntur,1970,31
2023-05-16,Potato,Vijayawada,1904,118
2023-05-16,Potato,Tirupati,1980,20
2023-05-16,Potato,Anantapur,1617,86
2023-05-17,Potato,Guntur,1905,118
2023-05-17,Potato,Vijayawada,1782,90
2023-05-17,Potato,Tirupati,1835,91
2023-05-17,Potato,Anantapur,1818,99
2023-05-18,Potato,Guntur,1983,116
2023-05-18,Potato,Vijayawada,1926,106
2023-05-18,Potato,Tirupati,1860,102
2023-05-18,Potato,Anantapur,1891,68
2023-05-19,Potato,Guntur,1655,96
2023-05-19,Potato,Vijayawada,1712,66
2023-05-19,Potato,Tirupati,1883,44
2023-05-19,Potato,Anantapur,1700,56
2023-05-20,Potato,Guntur,1763,30
2023-05-20,Potato,Vijayawada,1944,104
2023-05-20,Potato,Tirupati,1840,37
2023-05-20,Potato,Anantapur,1681,26
2023-05-21,Potato,Guntur,1957,27
2023-05-21,Potato,Vijayawada,1978,60
2023-05-21,Potato,Tirupati,1726,29
2023-05-21,Potato,Anantapur,1629,86
2023-05-22,Potato,Guntur,1890,51
2023-05-22,Potato,Vijayawada,1980,86
2023-05-22,Potato,Tirupati,1715,78
2023-05-22,Potato,Anantapur,1952,110
2023-05-23,Potato,Guntur,1761,92
2023-05-23,Potato,Vijayawada,1650,58
2023-05-23,Potato,Tirupati,1825,55
2023-05-23,Potato,Anantapur,1894,63
2023-05-24,Potato,Guntur,1672,40
2023-05-24,Potato,Vijayawada,1679,66
2023-05-24,Potato,Tirupati,1710,56
2023-05-24,Potato,Anantapur,1997,60
2023-05-25,Potato,Guntur,1631,89
2023-05-25,Potato,Vijayawada,1892,50
2023-05-25,Potato,Tirupati,1821,40
2023-05-25,Potato,Anantapur,1825,45
2023-05-26,Potato,Guntur,1683,108
2023-05-26,Potato,Vijayawada,1643,29
2023-05-26,Potato,Tirupati,1744,56
2023-05-26,Potato,Anantapur,1910,71
2023-05-27,Potato,Guntur,1837,106
2023-05-27,Potato,Vijayawada,1823,119
2023-05-27,Potato,Tirupati,1957,41
2023-05-27,Potato,Anantapur,1873,106
2023-05-28,Potato,Guntur,1862,113
2023-05-28,Potato,Vijayawada,1636,45
2023-05-28,Potato,Tirupati,1763,106
2023-05-28,Potato,Anantapur,1918,112
2023-05-29,Potato,Guntur,1878,52
2023-05-29,Potato,Vijayawada,1897,62
2023-05-29,Potato,Tirupati,1659,72
2023-05-29,Potato,Anantapur,1950,78
2023-05-30,Potato,Guntur,1888,40
2023-05-30,Potato,Vijayawada,1959,27
2023-05-30,Potato,Tirupati,1900,41
2023-05-30,Potato,Anantapur,1692,90
2023-05-31,Potato,Guntur,1658,75
2023-05-31,Potato,Vijayawada,1657,20
2023-05-31,Potato,Tirupati,1978,22
2023-05-31,Potato,Anantapur,1987,47
2023-06-01,Potato,Guntur,1967,35
2023-06-01,Potato,Vijayawada,1872,94
2023-06-01,Potato,Tirupati,1663,85
2023-06-01,Potato,Anantapur,1842,68
2023-06-02,Potato,Guntur,1853,82
2023-06-02,Potato,Vijayawada,1612,34
2023-06-02,Potato,Tirupati,1794,94
2023-06-02,Potato,Anantapur,1883,82
2023-06-03,Potato,Guntur,1747,63
2023-06-03,Potato,Vijayawada,1666,24
2023-06-03,Potato,Tirupati,1839,80
2023-06-03,Potato,Anantapur,1908,24
2023-06-04,Potato,Guntur,1820,119
2023-06-04,Potato,Vijayawada,1860,51
2023-06-04,Potato,Tirupati,1878,20
2023-06-04,Potato,Anantapur,1895,32
2023-06-05,Potato,Guntur,1835,69
2023-06-05,Potato,Vijayawada,1852,61
2023-06-05,Potato,Tirupati,1883,108
2023-06-05,Potato,Anantapur,1738,48
2023-06-06,Potato,Guntur,1840,74
2023-06-06,Potato,Vijayawada,1813,71
2023-06-06,Potato,Tirupati,1733,68
2023-06-06,Potato,Anantapur,1990,84
2023-06-07,Potato,Guntur,1653,82
2023-06-07,Potato,Vijayawada,1900,24
2023-06-07,Potato,Tirupati,1604,71
2023-06-07,Potato,Anantapur,1775,33
2023-06-08,Potato,Guntur,1606,37
2023-06-08,Potato,Vijayawada,1875,93
