date,commodity,market,modal_price,arrivals,rainfall,temperature,humidity
2023-02-19,Tomato,Tirupati,2255,36.87,5.11,23.93,62.08
2023-02-20,Tomato,Tirupati,2176,48.48,17.25,24.28,90.27
2023-02-20,Tomato,Anantapur,1620,36.71,17.25,24.28,90.27
2023-02-20,Tomato,Guntur,2886,56.34,17.25,24.28,90.27
2023-02-20,Tomato,Vijayawada,2226,32.51,17.25,24.28,90.27
2023-02-21,Tomato,Guntur,2982,31.93,0.63,20.86,75.63
2023-02-21,Tomato,Vijayawada,1534,30.44,0.63,20.86,75.63
2023-02-21,Tomato,Tirupati,2520,44.29,0.63,20.86,75.63
2023-02-21,Tomato,Anantapur,2269,37.65,0.63,20.86,75.63
2023-02-22,Tomato,Guntur,1527,31.54,1.06,22.88,75.17
2023-02-22,Tomato,Vijayawada,2192,59.34,1.06,22.88,75.17
2023-02-22,Tomato,Tirupati,1786,35.22,1.06,22.88,75.17
2023-02-22,Tomato,Anantapur,2505,30.78,1.06,22.88,75.17
2023-02-23,Tomato,Anantapur,2208,50.68,10.63,27.62,77.93
2023-02-23,Tomato,Tirupati,2447,32.16,10.63,27.62,77.93
2023-02-23,Tomato,Vijayawada,2503,54.42,10.63,27.62,77.93
2023-02-23,Tomato,Guntur,2987,57.79,10.63,27.62,77.93
2023-02-24,Tomato,Guntur,2883,56.76,8.69,28.16,77.89
2023-02-24,Tomato,Vijayawada,1502,45.4,8.69,28.16,77.89
2023-02-24,Tomato,Tirupati,2553,36.41,8.69,28.16,77.89
2023-02-24,Tomato,Anantapur,2586,32.3,8.69,28.16,77.89
2023-02-25,Tomato,Anantapur,2866,30.24,12.3,32.84,66.58
2023-02-25,Tomato,Guntur,1552,33.61,12.3,32.84,66.58
2023-02-25,Tomato,Vijayawada,2736,43.55,12.3,32.84,66.58
2023-02-25,Tomato,Tirupati,1824,48.08,12.3,32.84,66.58
2023-02-26,Tomato,Tirupati,2066,54.84,2.61,27.65,60.58
2023-02-26,Tomato,Anantapur,2357,35.35,2.61,27.65,60.58
2023-02-26,Tomato,Guntur,2756,42.01,2.61,27.65,60.58
2023-02-26,Tomato,Vijayawada,2008,52.58,2.61,27.65,60.58
2023-02-27,Tomato,Guntur,2734,52.17,4.5,23.29,81.5
2023-02-27,Tomato,Vijayawada,2375,37.77,4.5,23.29,81.5
2023-02-27,Tomato,Tirupati,1674,58.57,4.5,23.29,81.5
2023-02-27,Tomato,Anantapur,2106,45.72,4.5,23.29,81.5
2023-02-28,Tomato,Guntur,1613,38.56,8.16,23.52,82.81
2023-02-28,Tomato,Vijayawada,2046,31.79,8.16,23.52,82.81
2023-02-28,Tomato,Tirupati,2027,57.38,8.16,23.52,82.81
2023-02-28,Tomato,Anantapur,2769,48.98,8.16,23.52,82.81
2023-03-01,Tomato,Anantapur,1866,57.53,1.75,32.32,80.21
2023-03-01,Tomato,Tirupati,2839,50.59,1.75,32.32,80.21
2023-03-01,Tomato,Guntur,2269,51.94,1.75,32.32,80.21
2023-03-01,Tomato,Vijayawada,1643,46.28,1.75,32.32,80.21
2023-03-02,Tomato,Guntur,1548,30.59,0.22,25.74,61.74
2023-03-02,Tomato,Vijayawada,1617,47.9,0.22,25.74,61.74
2023-03-02,Tomato,Tirupati,2149,44.49,0.22,25.74,61.74
2023-03-02,Tomato,Anantapur,1525,35.86,0.22,25.74,61.74
2023-03-03,Tomato,Guntur,1512,31.09,16.59,26.64,83.18
2023-03-03,Tomato,Vijayawada,2426,54.54,16.59,26.64,83.18
2023-03-03,Tomato,Tirupati,2059,50.68,16.59,26.64,83.18
2023-03-03,Tomato,Anantapur,2978,41.55,16.59,26.64,83.18
2023-03-04,Tomato,Anantapur,2297,36.79,9.6,34.08,69.66
2023-03-04,Tomato,Tirupati,1951,43.17,9.6,34.08,69.66
2023-03-04,Tomato,Vijayawada,1942,51.67,9.6,34.08,69.66
2023-03-04,Tomato,Guntur,2520,32.46,9.6,34.08,69.66
2023-03-05,Tomato,Guntur,2963,54.24,12.18,24.48,62.15
2023-03-05,Tomato,Vijayawada,1641,58.41,12.18,24.48,62.15
2023-03-05,Tomato,Tirupati,2511,56.37,12.18,24.48,62.15
2023-03-05,Tomato,Anantapur,1699,31.44,12.18,24.48,62.15
2023-03-06,Tomato,Guntur,1748,52.68,18.11,33.86,83.56
2023-03-06,Tomato,Vijayawada,2113,50.7,18.11,33.86,83.56
2023-03-06,Tomato,Tirupati,1562,40.56,18.11,33.86,83.56
2023-03-06,Tomato,Anantapur,1823,55.96,18.11,33.86,83.56
2023-03-07,Tomato,Tirupati,2858,49.99,15.89,26.97,88.67
2023-03-07,Tomato,Anantapur,2530,54.53,15.89,26.97,88.67
2023-03-07,Tomato,Vijayawada,2060,44.0,15.89,26.97,88.67
2023-03-07,Tomato,Guntur,2281,41.2,15.89,26.97,88.67
2023-03-08,Tomato,Guntur,1933,37.11,16.53,21.77,94.55
2023-03-08,Tomato,Vijayawada,2785,57.0,16.53,21.77,94.55
2023-03-08,Tomato,Tirupati,2599,39.63,16.53,21.77,94.55
2023-03-08,Tomato,Anantapur,2912,48.85,16.53,21.77,94.55
2023-03-09,Tomato,Guntur,1915,49.24,19.59,22.97,63.26
2023-03-09,Tomato,Vijayawada,2687,57.43,19.59,22.97,63.26
2023-03-09,Tomato,Tirupati,2630,48.81,19.59,22.97,63.26
2023-03-09,Tomato,Anantapur,2176,40.08,19.59,22.97,63.26
2023-03-10,Tomato,Anantapur,2231,57.17,18.39,30.56,91.87
2023-03-10,Tomato,Vijayawada,1998,30.76,18.39,30.56,91.87
2023-03-10,Tomato,Guntur,2352,51.69,18.39,30.56,91.87
2023-03-10,Tomato,Tirupati,2300,34.84,18.39,30.56,91.87
2023-03-11,Tomato,Guntur,2584,31.42,0.9,21.27,77.57
2023-03-11,Tomato,Vijayawada,2270,36.7,0.9,21.27,77.57
2023-03-11,Tomato,Tirupati,2059,48.32,0.9,21.27,77.57
2023-03-11,Tomato,Anantapur,2335,30.11,0.9,21.27,77.57
2023-03-12,Tomato,Anantapur,2536,39.3,5.53,30.02,94.12
2023-03-12,Tomato,Guntur,2631,37.19,5.53,30.02,94.12
2023-03-12,Tomato,Vijayawada,2776,47.76,5.53,30.02,94.12
2023-03-12,Tomato,Tirupati,2240,34.09,5.53,30.02,94.12
2023-03-13,Tomato,Anantapur,1775,45.71,7.82,29.01,80.24
2023-03-13,Tomato,Tirupati,2382,40.55,7.82,29.01,80.24
2023-03-13,Tomato,Guntur,2336,50.28,7.82,29.01,80.24
2023-03-13,Tomato,Vijayawada,2983,40.42,7.82,29.01,80.24
2023-03-14,Tomato,Anantapur,2099,36.55,2.04,33.77,87.66
2023-03-14,Tomato,Guntur,1987,40.9,2.04,33.77,87.66
2023-03-14,Tomato,Vijayawada,2356,46.9,2.04,33.77,87.66
2023-03-14,Tomato,Tirupati,1652,57.72,2.04,33.77,87.66
2023-03-15,Tomato,Tirupati,1915,35.71,13.43,25.11,78.77
2023-03-15,Tomato,Anantapur,2813,45.78,13.43,25.11,78.77
2023-03-15,Tomato,Guntur,2178,48.6,13.43,25.11,78.77
2023-03-15,Tomato,Vijayawada,2701,44.03,13.43,25.11,78.77
2023-03-16,Tomato,Anantapur,2345,41.29,14.4,23.1,82.67
2023-03-16,Tomato,Tirupati,1736,51.29,14.4,23.1,82.67
2023-03-16,Tomato,Guntur,2520,35.81,14.4,23.1,82.67
2023-03-16,Tomato,Vijayawada,2178,54.97,14.4,23.1,82.67
2023-03-17,Tomato,Guntur,2289,45.75,16.0,24.01,85.09
2023-03-17,Tomato,Vijayawada,1624,39.24,16.0,24.01,85.09
2023-03-17,Tomato,Tirupati,2207,34.08,16.0,24.01,85.09
2023-03-17,Tomato,Anantapur,2955,31.49,16.0,24.01,85.09
2023-03-18,Tomato,Anantapur,1770,32.14,11.46,22.35,63.44
2023-03-18,Tomato,Guntur,2083,48.35,11.46,22.35,63.44
2023-03-18,Tomato,Vijayawada,2883,30.77,11.46,22.35,63.44
2023-03-18,Tomato,Tirupati,2090,49.76,11.46,22.35,63.44
2023-03-19,Tomato,Guntur,2281,51.83,0.86,29.82,73.22
2023-03-19,Tomato,Vijayawada,2088,46.81,0.86,29.82,73.22
2023-03-19,Tomato,Tirupati,2489,37.36,0.86,29.82,73.22
2023-03-19,Tomato,Anantapur,2951,52.46,0.86,29.82,73.22
2023-03-20,Tomato,Vijayawada,2504,42.21,4.63,22.7,64.57
2023-03-20,Tomato,Tirupati,1918,56.59,4.63,22.7,64.57
2023-03-20,Tomato,Guntur,1601,39.22,4.63,22.7,64.57
2023-03-20,Tomato,Anantapur,2188,52.59,4.63,22.7,64.57
2023-03-21,Tomato,Anantapur,2252,57.94,5.26,26.27,75.61
2023-03-21,Tomato,Tirupati,2963,55.98,5.26,26.27,75.61
2023-03-21,Tomato,Vijayawada,2286,51.88,5.26,26.27,75.61
2023-03-21,Tomato,Guntur,2610,56.94,5.26,26.27,75.61
2023-03-22,Tomato,Guntur,2912,43.8,2.99,33.64,76.49
2023-03-22,Tomato,Vijayawada,2335,55.3,2.99,33.64,76.49
2023-03-22,Tomato,Tirupati,2358,33.97,2.99,33.64,76.49
2023-03-22,Tomato,Anantapur,1663,36.63,2.99,33.64,76.49
2023-03-23,Tomato,Tirupati,1752,47.3,18.06,27.25,91.55
2023-03-23,Tomato,Anantapur,1961,35.21,18.06,27.25,91.55
2023-03-23,Tomato,Guntur,2830,43.31,18.06,27.25,91.55
2023-03-23,Tomato,Vijayawada,2173,44.92,18.06,27.25,91.55
2023-03-24,Tomato,Guntur,1609,32.39,9.45,31.04,78.01
2023-03-24,Tomato,Vijayawada,1840,35.44,9.45,31.04,78.01
2023-03-24,Tomato,Tirupati,1992,48.87,9.45,31.04,78.01
2023-03-24,Tomato,Anantapur,1992,36.3,9.45,31.04,78.01
2023-03-25,Tomato,Anantapur,1903,52.95,15.31,23.63,67.85
2023-03-25,Tomato,Guntur,2585,58.52,15.31,23.63,67.85
2023-03-25,Tomato,Vijayawada,2101,42.27,15.31,23.63,67.85
2023-03-25,Tomato,Tirupati,1756,58.31,15.31,23.63,67.85
2023-03-26,Tomato,Tirupati,2660,41.74,12.94,30.1,79.29
2023-03-26,Tomato,Anantapur,2205,59.64,12.94,30.1,79.29
2023-03-26,Tomato,Guntur,1884,40.73,12.94,30.1,79.29
2023-03-26,Tomato,Vijayawada,2896,59.83,12.94,30.1,79.29
2023-03-27,Tomato,Guntur,2826,41.37,2.03,20.64,76.92
2023-03-27,Tomato,Vijayawada,2245,47.16,2.03,20.64,76.92
2023-03-27,Tomato,Tirupati,1860,46.18,2.03,20.64,76.92
2023-03-27,Tomato,Anantapur,2126,58.06,2.03,20.64,76.92
2023-03-28,Tomato,Guntur,1608,47.56,12.43,24.01,85.94
2023-03-28,Tomato,Vijayawada,2893,32.17,12.43,24.01,85.94
2023-03-28,Tomato,Tirupati,1997,42.81,12.43,24.01,85.94
2023-03-28,Tomato,Anantapur,1858,48.53,12.43,24.01,85.94
2023-03-29,Tomato,Anantapur,2392,31.48,10.95,30.01,65.97
2023-03-29,Tomato,Tirupati,2001,36.61,10.95,30.01,65.97
2023-03-29,Tomato,Vijayawada,2037,46.01,10.95,30.01,65.97
2023-03-29,Tomato,Guntur,1894,32.25,10.95,30.01,65.97
2023-03-30,Tomato,Guntur,2532,38.07,3.78,27.38,83.58
2023-03-30,Tomato,Vijayawada,1892,50.82,3.78,27.38,83.58
2023-03-30,Tomato,Tirupati,2733,35.94,3.78,27.38,83.58
2023-03-30,Tomato,Anantapur,1709,32.42,3.78,27.38,83.58
2023-03-31,Tomato,Anantapur,1901,57.61,3.29,27.86,71.06
2023-03-31,Tomato,Guntur,2059,34.97,3.29,27.86,71.06
2023-03-31,Tomato,Vijayawada,2738,36.55,3.29,27.86,71.06
2023-03-31,Tomato,Tirupati,1844,32.49,3.29,27.86,71.06
2023-04-01,Tomato,Vijayawada,2659,50.82,15.97,34.46,79.19
2023-04-01,Tomato,Tirupati,2618,47.82,15.97,34.46,79.19
2023-04-01,Tomato,Guntur,2869,57.67,15.97,34.46,79.19
2023-04-01,Tomato,Anantapur,2243,59.18,15.97,34.46,79.19
2023-04-02,Tomato,Anantapur,2690,55.29,0.32,30.2,61.08
2023-04-02,Tomato,Tirupati,2865,49.06,0.32,30.2,61.08
2023-04-02,Tomato,Guntur,2164,56.73,0.32,30.2,61.08
2023-04-02,Tomato,Vijayawada,1689,59.44,0.32,30.2,61.08
2023-04-03,Tomato,Guntur,1530,50.49,6.84,24.76,71.31
2023-04-03,Tomato,Vijayawada,1595,41.7,6.84,24.76,71.31
2023-04-03,Tomato,Tirupati,1947,48.93,6.84,24.76,71.31
2023-04-03,Tomato,Anantapur,2274,36.29,6.84,24.76,71.31
2023-04-04,Tomato,Tirupati,2032,58.05,7.6,33.99,81.32
2023-04-04,Tomato,Anantapur,2685,38.55,7.6,33.99,81.32
2023-04-04,Tomato,Guntur,2477,32.54,7.6,33.99,81.32
2023-04-04,Tomato,Vijayawada,2066,32.78,7.6,33.99,81.32
