date,commodity,market,modal_price,arrivals
2023-02-24,Tomato,Vijayawada,1502,45.4
2023-02-24,Tomato,Tirupati,2553,36.41
2023-02-24,Tomato,Anantapur,2586,32.3
2023-02-25,Tomato,Guntur,1552,33.61
2023-02-25,Tomato,Vijayawada,2736,43.55
2023-02-25,Tomato,Tirupati,1824,48.08
2023-02-25,Tomato,Anantapur,2866,30.24
2023-02-26,Tomato,Guntur,2756,42.01
2023-02-26,Tomato,Vijayawada,2008,52.58
2023-02-26,Tomato,Tirupati,2066,54.84
2023-02-26,Tomato,Anantapur,2357,35.35
2023-02-27,Tomato,Guntur,2734,52.17
2023-02-27,Tomato,Vijayawada,2375,37.77
2023-02-27,Tomato,Tirupati,1674,58.57
2023-02-27,Tomato,Anantapur,2106,45.72
2023-02-28,Tomato,Guntur,1613,38.56
2023-02-28,Tomato,Vijayawada,2046,31.79
2023-02-28,Tomato,Tirupati,2027,57.38
2023-02-28,Tomato,Anantapur,2769,48.98
2023-03-01,Tomato,Guntur,2269,51.94
2023-03-01,Tomato,Vijayawada,1643,46.28
2023-03-01,Tomato,Tirupati,2839,50.59
2023-03-01,Tomato,Anantapur,1866,57.53
2023-03-02,Tomato,Guntur,1548,30.59
2023-03-02,Tomato,Vijayawada,1617,47.9
2023-03-02,Tomato,Tirupati,2149,44.49
2023-03-02,Tomato,Anantapur,1525,35.86
2023-03-03,Tomato,Guntur,1512,31.09
2023-03-03,Tomato,Vijayawada,2426,54.54
2023-03-03,Tomato,Tirupati,2059,50.68
2023-03-03,Tomato,Anantapur,2978,41.55
2023-03-04,Tomato,Guntur,2520,32.46
2023-03-04,Tomato,Vijayawada,1942,51.67
2023-03-04,Tomato,Tirupati,1951,43.17
2023-03-04,Tomato,Anantapur,2297,36.79
2023-03-05,Tomato,Guntur,2963,54.24
2023-03-05,Tomato,Vijayawada,1641,58.41
2023-03-05,Tomato,Tirupati,2511,56.37
2023-03-05,Tomato,Anantapur,1699,31.44
2023-03-06,Tomato,Guntur,1748,52.68
2023-03-06,Tomato,Vijayawada,2113,50.7
2023-03-06,Tomato,Tirupati,1562,40.56
2023-03-06,Tomato,Anantapur,1823,55.96
2023-03-07,Tomato,Guntur,2281,41.2
2023-03-07,Tomato,Vijayawada,2060,44.0
2023-03-07,Tomato,Tirupati,2858,49.99
2023-03-07,Tomato,Anantapur,2530,54.53
2023-03-08,Tomato,Guntur,1933,37.11
2023-03-08,Tomato,Vijayawada,2785,57.0
2023-03-08,Tomato,Tirupati,2599,39.63
2023-03-08,Tomato,Anantapur,2912,48.85
2023-03-09,Tomato,Guntur,1915,49.24
2023-03-09,Tomato,Vijayawada,2687,57.43
2023-03-09,Tomato,Tirupati,2630,48.81
2023-03-09,Tomato,Anantapur,2176,40.08
2023-03-10,Tomato,Guntur,2352,51.69
2023-03-10,Tomato,Vijayawada,1998,30.76
2023-03-10,Tomato,Tirupati,2300,34.84
2023-03-10,Tomato,Anantapur,2231,57.17
2023-03-11,Tomato,Guntur,2584,31.42
2023-03-11,Tomato,Vijayawada,2270,36.7
2023-03-11,Tomato,Tirupati,2059,48.32
2023-03-11,Tomato,Anantapur,2335,30.11
2023-03-12,Tomato,Guntur,2631,37.19
2023-03-12,Tomato,Vijayawada,2776,47.76
2023-03-12,Tomato,Tirupati,2240,34.09
2023-03-12,Tomato,Anantapur,2536,39.3
2023-03-13,Tomato,Guntur,2336,50.28
2023-03-13,Tomato,Vijayawada,2983,40.42
2023-03-13,Tomato,Tirupati,2382,40.55
2023-03-13,Tomato,Anantapur,1775,45.71
2023-03-14,Tomato,Guntur,1987,40.9
2023-03-14,Tomato,Vijayawada,2356,46.9
2023-03-14,Tomato,Tirupati,1652,57.72
2023-03-14,Tomato,Anantapur,2099,36.55
2023-03-15,Tomato,Guntur,2178,48.6
2023-03-15,Tomato,Vijayawada,2701,44.03
2023-03-15,Tomato,Tirupati,1915,35.71
2023-03-15,Tomato,Anantapur,2813,45.78
2023-03-16,Tomato,Guntur,2520,35.81
2023-03-16,Tomato,Vijayawada,2178,54.97
2023-03-16,Tomato,Tirupati,1736,51.29
2023-03-16,Tomato,Anantapur,2345,41.29
2023-03-17,Tomato,Guntur,2289,45.75
2023-03-17,Tomato,Vijayawada,1624,39.24
2023-03-17,Tomato,Tirupati,2207,34.08
2023-03-17,Tomato,Anantapur,2955,31.49
2023-03-18,Tomato,Guntur,2083,48.35
2023-03-18,Tomato,Vijayawada,2883,30.77
2023-03-18,Tomato,Tirupati,2090,49.76
2023-03-18,Tomato,Anantapur,1770,32.14
2023-03-19,Tomato,Guntur,2281,51.83
2023-03-19,Tomato,Vijayawada,2088,46.81
2023-03-19,Tomato,Tirupati,2489,37.36
2023-03-19,Tomato,Anantapur,2951,52.46
2023-03-20,Tomato,Guntur,1601,39.22
2023-03-20,Tomato,Vijayawada,2504,42.21
2023-03-20,Tomato,Tirupati,1918,56.59
2023-03-20,Tomato,Anantapur,2188,52.59
2023-03-21,Tomato,Guntur,2610,56.94
2023-03-21,Tomato,Vijayawada,2286,51.88
2023-03-21,Tomato,Tirupati,2963,55.98
2023-03-21,Tomato,Anantapur,2252,57.94
2023-03-22,Tomato,Guntur,2912,43.8
2023-03-22,Tomato,Vijayawada,2335,55.3
2023-03-22,Tomato,Tirupati,2358,33.97
2023-03-22,Tomato,Anantapur,1663,36.63
2023-03-23,Tomato,Guntur,2830,43.31
2023-03-23,Tomato,Vijayawada,2173,44.92
2023-03-23,Tomato,Tirupati,1752,47.3
2023-03-23,Tomato,Anantapur,1961,35.21
2023-03-24,Tomato,Guntur,1609,32.39
2023-03-24,Tomato,Vijayawada,1840,35.44
2023-03-24,Tomato,Tirupati,1992,48.87
2023-03-24,Tomato,Anantapur,1992,36.3
2023-03-25,Tomato,Guntur,2585,58.52
2023-03-25,Tomato,Vijayawada,2101,42.27
2023-03-25,Tomato,Tirupati,1756,58.31
2023-03-25,Tomato,Anantapur,1903,52.95
2023-03-26,Tomato,Guntur,1884,40.73
2023-03-26,Tomato,Vijayawada,2896,59.83
2023-03-26,Tomato,Tirupati,2660,41.74
2023-03-26,Tomato,Anantapur,2205,59.64
2023-03-27,Tomato,Guntur,2826,41.37
2023-03-27,Tomato,Vijayawada,2245,47.16
2023-03-27,Tomato,Tirupati,1860,46.18
2023-03-27,Tomato,Anantapur,2126,58.06
2023-03-28,Tomato,Guntur,1608,47.56
2023-03-28,Tomato,Vijayawada,2893,32.17
2023-03-28,Tomato,Tirupati,1997,42.81
2023-03-28,Tomato,Anantapur,1858,48.53
2023-03-29,Tomato,Guntur,1894,32.25
2023-03-29,Tomato,Vijayawada,2037,46.01
2023-03-29,Tomato,Tirupati,2001,36.61
2023-03-29,Tomato,Anantapur,2392,31.48
2023-03-30,Tomato,Guntur,2532,38.07
2023-03-30,Tomato,Vijayawada,1892,50.82
2023-03-30,Tomato,Tirupati,2733,35.94
2023-03-30,Tomato,Anantapur,1709,32.42
2023-03-31,Tomato,Guntur,2059,34.97
2023-03-31,Tomato,Vijayawada,2738,36.55
2023-03-31,Tomato,Tirupati,1844,32.49
2023-03-31,Tomato,Anantapur,1901,57.61
2023-04-01,Tomato,Guntur,2869,57.67
2023-04-01,Tomato,Vijayawada,2659,50.82
2023-04-01,Tomato,Tirupati,2618,47.82
2023-04-01,Tomato,Anantapur,2243,59.18
2023-04-02,Tomato,Guntur,2164,56.73
2023-04-02,Tomato,Vijayawada,1689,59.44
2023-04-02,Tomato,Tirupati,2865,49.06
2023-04-02,Tomato,Anantapur,2690,55.29
2023-04-03,Tomato,Guntur,1530,50.49
2023-04-03,Tomato,Vijayawada,1595,41.7
2023-04-03,Tomato,Tirupati,1947,48.93
2023-04-03,Tomato,Anantapur,2274,36.29
2023-04-04,Tomato,Guntur,2477,32.54
2023-04-04,Tomato,Vijayawada,2066,32.78
2023-04-04,Tomato,Tirupati,2032,58.05
2023-04-04,Tomato,Anantapur,2685,38.55
2023-04-05,Tomato,Guntur,2230,51.83
2023-04-05,Tomato,Vijayawada,1918,54.81
2023-04-05,Tomato,Tirupati,2222,30.82
2023-04-05,Tomato,Anantapur,1603,46.03
2023-04-06,Tomato,Guntur,1886,48.52
2023-04-06,Tomato,Vijayawada,1594,39.12
2023-04-06,Tomato,Tirupati,1618,48.04
2023-04-06,Tomato,Anantapur,1506,52.65
2023-04-07,Tomato,Guntur,2057,52.48
2023-04-07,Tomato,Vijayawada,2627,44.24
2023-04-07,Tomato,Tirupati,2634,44.9
2023-04-07,Tomato,Anantapur,1526,40.85
2023-04-08,Tomato,Guntur,2382,30.75
2023-04-08,Tomato,Vijayawada,2592,51.96
2023-04-08,Tomato,Tirupati,1930,34.4
2023-04-08,Tomato,Anantapur,2118,58.25
2023-04-09,Tomato,Guntur,1726,37.23
2023-04-09,Tomato,Vijayawada,2995,42.03
2023-04-09,Tomato,Tirupati,1771,45.87
2023-04-09,Tomato,Anantapur,1749,37.01
2023-04-10,Tomato,Guntur,1748,41.37
2023-04-10,Tomato,Vijayawada,1639,48.89
2023-04-10,Tomato,Tirupati,2218,53.58
2023-04-10,Tomato,Anantapur,1804,36.31
2023-04-11,Tomato,Guntur,2010,35.73
2023-04-11,Tomato,Vijayawada,1559,38.49
2023-04-11,Tomato,Tirupati,2746,55.1
2023-04-11,Tomato,Anantapur,1697,32.72
2023-04-12,Tomato,Guntur,2026,40.99
2023-04-12,Tomato,Vijayawada,2287,36.95
2023-04-12,Tomato,Tirupati,2443,34.3
2023-04-12,Tomato,Anantapur,2861,54.38
2023-04-13,Tomato,Guntur,2296,53.36
2023-04-13,Tomato,Vijayawada,2499,44.5
2023-04-13,Tomato,Tirupati,2809,40.12
2023-04-13,Tomato,Anantapur,2227,57.86
2023-04-14,Tomato,Guntur,1725,50.0
2023-04-14,Tomato,Vijayawada,2100,31.59
2023-04-14,Tomato,Tirupati,2552,41.59
2023-04-14,Tomato,Anantapur,2102,59.86
2023-04-15,Tomato,Guntur,2112,46.43
2023-04-15,Tomato,Vijayawada,2404,31.23
2023-04-15,Tomato,Tirupati,2316,34.03
2023-04-15,Tomato,Anantapur,1791,51.05
2023-04-16,Tomato,Guntur,1632,51.2
2023-04-16,Tomato,Vijayawada,2245,46.95
2023-04-16,Tomato,Tirupati,2115,59.78
2023-04-16,Tomato,Anantapur,2576,43.72
2023-04-17,Tomato,Guntur,2660,33.66
2023-04-17,Tomato,Vijayawada,2443,36.77
2023-04-17,Tomato,Tirupati,2284,33.39
2023-04-17,Tomato,Anantapur,2696,45.78
2023-04-18,Tomato,Guntur,2228,33.09
2023-04-18,Tomato,Vijayawada,2832,58.62
2023-04-18,Tomato,Tirupati,1781,37.74
2023-04-18,Tomato,Anantapur,1977,48.99
2023-04-19,Tomato,Guntur,1653,49.33
2023-04-19,Tomato,Vijayawada,1911,55.76
2023-04-19,Tomato,Tirupati,2290,41.29
2023-04-19,Tomato,Anantapur,1962,30.87
2023-04-20,Tomato,Guntur,2256,52.34
2023-04-20,Tomato,Vijayawada,2471,30.64
2023-04-20,Tomato,Tirupati,2096,45.66
2023-04-20,Tomato,Anantapur,2979,49.85
2023-04-21,Tomato,Guntur,2749,37.03
2023-04-21,Tomato,Vijayawada,1839,44.65
2023-04-21,Tomato,Tirupati,2079,49.97
2023-04-21,Tomato,Anantapur,2526,56.01
2023-04-22,Tomato,Guntur,1536,45.11
2023-04-22,Tomato,Vijayawada,1785,55.2
2023-04-22,Tomato,Tirupati,2282,42.94
2023-04-22,Tomato,Anantapur,2995,52.54
2023-04-23,Tomato,Guntur,2962,45.63
2023-04-23,Tomato,Vijayawada,1821,46.43
2023-04-23,Tomato,Tirupati,2775,51.11
2023-04-23,Tomato,Anantapur,2060,31.44
2023-04-24,Tomato,Guntur,1902,43.8
2023-04-24,Tomato,Vijayawada,2517,34.1
2023-04-24,Tomato,Tirupati,1994,40.19
2023-04-24,Tomato,Anantapur,1869,49.99
2023-04-25,Tomato,Guntur,2609,33.3
2023-04-25,Tomato,Vijayawada,2080,46.26
2023-04-25,Tomato,Tirupati,2971,38.25
2023-04-25,Tomato,Anantapur,1607,34.65
2023-04-26,Tomato,Guntur,1884,37.9
2023-04-26,Tomato,Vijayawada,2792,33.71
2023-04-26,Tomato,Tirupati,2891,40.26
2023-04-26,Tomato,Anantapur,2953,33.02
2023-04-27,Tomato,Guntur,2731,47.36
2023-04-27,Tomato,Vijayawada,2825,33.76
2023-04-27,Tomato,Tirupati,2969,57.49
2023-04-27,Tomato,Anantapur,2503,31.33
2023-04-28,Tomato,Guntur,2863,34.77
2023-04-28,Tomato,Vijayawada,2099,30.76
2023-04-28,Tomato,Tirupati,1702,37.22
2023-04-28,Tomato,Anantapur,1899,35.3
2023-04-29,Tomato,Guntur,2647,53.94
2023-04-29,Tomato,Vijayawada,2838,42.31
2023-04-29,Tomato,Tirupati,1634,31.98
2023-04-29,Tomato,Anantapur,2854,37.87
2023-04-30,Tomato,Guntur,1969,36.15
2023-04-30,Tomato,Vijayawada,1813,35.81
2023-04-30,Tomato,Tirupati,2489,54.63
2023-04-30,Tomato,Anantapur,2277,34.21
2023-05-01,Tomato,Guntur,1965,37.92
2023-05-01,Tomato,Vijayawada,2855,59.93
2023-05-01,Tomato,Tirupati,1827,50.79
2023-05-01,Tomato,Anantapur,2492,35.97
2023-05-02,Tomato,Guntur,2747,47.81
2023-05-02,Tomato,Vijayawada,2771,48.14
2023-05-02,Tomato,Tirupati,1985,48.75
2023-05-02,Tomato,Anantapur,2738,30.37
2023-05-03,Tomato,Guntur,1680,54.63
2023-05-03,Tomato,Vijayawada,2336,31.4
2023-05-03,Tomato,Tirupati,1696,41.61
2023-05-03,Tomato,Anantapur,2989,32.36
2023-05-04,Tomato,Guntur,2746,44.44
2023-05-04,Tomato,Vijayawada,1845,43.11
2023-05-04,Tomato,Tirupati,1639,59.86
2023-05-04,Tomato,Anantapur,2389,47.14
2023-05-05,Tomato,Guntur,1750,34.41
2023-05-05,Tomato,Vijayawada,2435,57.05
2023-05-05,Tomato,Tirupati,1742,59.79
2023-05-05,Tomato,Anantapur,1936,48.28
2023-05-06,Tomato,Guntur,1968,51.94
2023-05-06,Tomato,Vijayawada,2722,42.23
2023-05-06,Tomato,Tirupati,1938,37.9
2023-05-06,Tomato,Anantapur,1796,30.51
2023-05-07,Tomato,Guntur,1841,40.05
2023-05-07,Tomato,Vijayawada,1585,56.21
2023-05-07,Tomato,Tirupati,2093,49.88
2023-05-07,Tomato,Anantapur,2100,34.0
2023-05-08,Tomato,Guntur,1683,42.65
2023-05-08,Tomato,Vijayawada,2606,41.38
2023-05-08,Tomato,Tirupati,1531,40.13
2023-05-08,Tomato,Anantapur,2162,33.15
2023-05-09,Tomato,Guntur,1755,37.8
2023-05-09,Tomato,Vijayawada,2975,50.31
2023-05-09,Tomato,Tirupati,2246,43.56
2023-05-09,Tomato,Anantapur,2487,50.91
2023-05-10,Tomato,Guntur,2881,43.11
2023-05-10,Tomato,Vijayawada,2270,40.49
2023-05-10,Tomato,Tirupati,2607,56.05
2023-05-10,Tomato,Anantapur,2888,59.55
2023-05-11,Tomato,Guntur,2274,57.05
2023-05-11,Tomato,Vijayawada,2122,50.02
2023-05-11,Tomato,Tirupati,2638,46.61
2023-05-11,Tomato,Anantapur,2288,35.41
2023-05-12,Tomato,Guntur,2214,32.5
2023-05-12,Tomato,Vijayawada,2237,39.84
2023-05-12,Tomato,Tirupati,2423,48.81
2023-05-12,Tomato,Anantapur,2249,58.58
2023-05-13,Tomato,Guntur,1687,33.61
2023-05-13,Tomato,Vijayawada,2512,52.62
2023-05-13,Tomato,Tirupati,2260,40.76
2023-05-13,Tomato,Anantapur,2867,33.9
2023-05-14,Tomato,Guntur,1517,51.25
2023-05-14,Tomato,Vijayawada,1614,43.77
2023-05-14,Tomato,Tirupati,1627,46.49
2023-05-14,Tomato,Anantapur,1712,51.55
2023-05-15,Tomato,Guntur,2003,32.43
2023-05-15,Tomato,Vijayawada,2375,49.58
2023-05-15,Tomato,Tirupati,2788,40.53
2023-05-15,Tomato,Anantapur,1544,33.84
2023-05-16,Tomato,Guntur,2139,40.84
2023-05-16,Tomato,Vijayawada,1913,50.54
2023-05-16,Tomato,Tirupati,1976,54.38
2023-05-16,Tomato,Anantapur,2420,46.8
2023-05-17,Tomato,Guntur,1961,40.23
2023-05-17,Tomato,Vijayawada,1820,36.31
2023-05-17,Tomato,Tirupati,1802,54.83
2023-05-17,Tomato,Anantapur,2400,49.8
2023-05-18,Tomato,Guntur,2923,49.48
2023-05-18,Tomato,Vijayawada,1783,59.89
2023-05-18,Tomato,Tirupati,2053,47.0
2023-05-18,Tomato,Anantapur,2238,47.16
2023-05-19,Tomato,Guntur,2158,55.4
2023-05-19,Tomato,Vijayawada,2323,37.78
2023-05-19,Tomato,Tirupati,2598,53.09
2023-05-19,Tomato,Anantapur,1592,44.39
2023-05-20,Tomato,Guntur,2066,54.62
2023-05-20,Tomato,Vijayawada,1877,48.84
