date,commodity,market,modal_price,arrivals,rainfall,temperature,humidity
2023-01-18,Paddy,Vijayawada,1681,77,19.12,20.24,88.87
2023-01-18,Paddy,Tirupati,1621,22,19.12,20.24,88.87
2023-01-18,Paddy,Anantapur,1764,73,19.12,20.24,88.87
2023-01-19,Paddy,Tirupati,1637,107,19.97,33.55,77.15
2023-01-19,Paddy,Anantapur,1455,42,19.97,33.55,77.15
2023-01-19,Paddy,Guntur,1842,116,19.97,33.55,77.15
2023-01-19,Paddy,Vijayawada,1717,99,19.97,33.55,77.15
2023-01-20,Paddy,Guntur,1562,33,12.66,27.44,61.76
2023-01-20,Paddy,Vijayawada,1640,60,12.66,27.44,61.76
2023-01-20,Paddy,Tirupati,1591,39,12.66,27.44,61.76
2023-01-20,Paddy,Anantapur,1680,48,12.66,27.44,61.76
2023-01-21,Paddy,Anantapur,1782,72,13.25,29.4,86.55
2023-01-21,Paddy,Guntur,1812,56,13.25,29.4,86.55
2023-01-21,Paddy,Vijayawada,1650,65,13.25,29.4,86.55
2023-01-21,Paddy,Tirupati,1749,99,13.25,29.4,86.55
2023-01-22,Paddy,Tirupati,1822,77,13.18,34.28,81.72
2023-01-22,Paddy,Anantapur,1688,99,13.18,34.28,81.72
2023-01-22,Paddy,Guntur,1826,81,13.18,34.28,81.72
2023-01-22,Paddy,Vijayawada,1655,112,13.18,34.28,81.72
2023-01-23,Paddy,Anantapur,1767,73,13.55,31.59,80.44
2023-01-23,Paddy,Tirupati,1489,48,13.55,31.59,80.44
2023-01-23,Paddy,Vijayawada,1650,97,13.55,31.59,80.44
2023-01-23,Paddy,Guntur,1828,30,13.55,31.59,80.44
2023-01-24,Paddy,Guntur,1737,37,2.02,21.46,88.2
2023-01-24,Paddy,Vijayawada,1553,35,2.02,21.46,88.2
2023-01-24,Paddy,Tirupati,1622,21,2.02,21.46,88.2
2023-01-24,Paddy,Anantapur,1719,82,2.02,21.46,88.2
2023-01-25,Paddy,Tirupati,1644,115,13.04,30.27,93.87
2023-01-25,Paddy,Anantapur,1815,51,13.04,30.27,93.87
2023-01-25,Paddy,Guntur,1791,65,13.04,30.27,93.87
2023-01-25,Paddy,Vijayawada,1792,76,13.04,30.27,93.87
2023-01-26,Paddy,Guntur,1775,28,16.53,31.6,64.04
2023-01-26,Paddy,Vijayawada,1663,65,16.53,31.6,64.04
2023-01-26,Paddy,Tirupati,1604,80,16.53,31.6,64.04
2023-01-26,Paddy,Anantapur,1704,116,16.53,31.6,64.04
2023-01-27,Paddy,Anantapur,1745,68,11.22,28.36,82.76
2023-01-27,Paddy,Guntur,1520,74,11.22,28.36,82.76
2023-01-27,Paddy,Vijayawada,1733,112,11.22,28.36,82.76
2023-01-27,Paddy,Tirupati,1479,41,11.22,28.36,82.76
2023-01-28,Paddy,Anantapur,1521,59,19.99,20.77,65.01
2023-01-28,Paddy,Tirupati,1589,35,19.99,20.77,65.01
2023-01-28,Paddy,Guntur,1744,98,19.99,20.77,65.01
2023-01-28,Paddy,Vijayawada,1603,95,19.99,20.77,65.01
2023-01-29,Paddy,Guntur,1490,116,11.96,33.01,77.97
2023-01-29,Paddy,Vijayawada,1699,89,11.96,33.01,77.97
2023-01-29,Paddy,Tirupati,1692,119,11.96,33.01,77.97
2023-01-29,Paddy,Anantapur,1632,54,11.96,33.01,77.97
2023-01-30,Paddy,Anantapur,1595,110,9.95,26.08,70.14
2023-01-30,Paddy,Guntur,1842,86,9.95,26.08,70.14
2023-01-30,Paddy,Vijayawada,1691,31,9.95,26.08,70.14
2023-01-30,Paddy,Tirupati,1496,85,9.95,26.08,70.14
2023-01-31,Paddy,Anantapur,1488,46,15.62,20.97,76.83
2023-01-31,Paddy,Tirupati,1778,26,15.62,20.97,76.83
2023-01-31,Paddy,Guntur,1536,106,15.62,20.97,76.83
2023-01-31,Paddy,Vijayawada,1708,94,15.62,20.97,76.83
2023-02-01,Paddy,Anantapur,1699,66,9.29,28.66,71.22
2023-02-01,Paddy,Guntur,1504,97,9.29,28.66,71.22
2023-02-01,Paddy,Vijayawada,1544,33,9.29,28.66,71.22
2023-02-01,Paddy,Tirupati,1546,96,9.29,28.66,71.22
2023-02-02,Paddy,Vijayawada,1487,110,8.31,24.79,75.07
2023-02-02,Paddy,Tirupati,1534,88,8.31,24.79,75.07
2023-02-02,Paddy,Guntur,1797,60,8.31,24.79,75.07
2023-02-02,Paddy,Anantapur,1827,115,8.31,24.79,75.07
2023-02-03,Paddy,Anantapur,1541,76,1.42,28.64,78.6
2023-02-03,Paddy,Tirupati,1722,64,1.42,28.64,78.6
2023-02-03,Paddy,Vijayawada,1487,40,1.42,28.64,78.6
2023-02-03,Paddy,Guntur,1711,68,1.42,28.64,78.6
2023-02-04,Paddy,Guntur,1705,96,1.27,28.04,94.03
2023-02-04,Paddy,Vijayawada,1837,32,1.27,28.04,94.03
2023-02-04,Paddy,Tirupati,1752,73,1.27,28.04,94.03
2023-02-04,Paddy,Anantapur,1837,66,1.27,28.04,94.03
2023-02-05,Paddy,Tirupati,1832,93,5.2,31.69,90.35
2023-02-05,Paddy,Anantapur,1706,49,5.2,31.69,90.35
2023-02-05,Paddy,Guntur,1680,80,5.2,31.69,90.35
2023-02-05,Paddy,Vijayawada,1482,73,5.2,31.69,90.35
2023-02-06,Paddy,Guntur,1752,100,14.62,23.7,90.99
2023-02-06,Paddy,Vijayawada,1759,31,14.62,23.7,90.99
2023-02-06,Paddy,Tirupati,1635,96,14.62,23.7,90.99
2023-02-06,Paddy,Anantapur,1660,32,14.62,23.7,90.99
2023-02-07,Paddy,Anantapur,1793,51,18.92,27.49,61.24
2023-02-07,Paddy,Guntur,1491,109,18.92,27.49,61.24
2023-02-07,Paddy,Vijayawada,1734,79,18.92,27.49,61.24
2023-02-07,Paddy,Tirupati,1706,21,18.92,27.49,61.24
2023-02-08,Paddy,Tirupati,1479,105,0.41,27.13,92.57
2023-02-08,Paddy,Anantapur,1689,99,0.41,27.13,92.57
2023-02-08,Paddy,Guntur,1515,30,0.41,27.13,92.57
2023-02-08,Paddy,Vijayawada,1593,63,0.41,27.13,92.57
2023-02-09,Paddy,Guntur,1460,98,1.79,31.33,94.26
2023-02-09,Paddy,Vijayawada,1841,77,1.79,31.33,94.26
2023-02-09,Paddy,Tirupati,1571,49,1.79,31.33,94.26
2023-02-09,Paddy,Anantapur,1650,108,1.79,31.33,94.26
2023-02-10,Paddy,Guntur,1738,64,14.51,29.72,72.39
2023-02-10,Paddy,Vijayawada,1829,86,14.51,29.72,72.39
2023-02-10,Paddy,Tirupati,1696,44,14.51,29.72,72.39
2023-02-10,Paddy,Anantapur,1740,69,14.51,29.72,72.39
2023-02-11,Paddy,Anantapur,1616,66,11.6,30.54,67.3
2023-02-11,Paddy,Tirupati,1660,32,11.6,30.54,67.3
2023-02-11,Paddy,Vijayawada,1647,37,11.6,30.54,67.3
2023-02-11,Paddy,Guntur,1728,63,11.6,30.54,67.3
2023-02-12,Paddy,Guntur,1486,107,3.65,31.35,68.41
2023-02-12,Paddy,Vijayawada,1686,92,3.65,31.35,68.41
2023-02-12,Paddy,Tirupati,1576,54,3.65,31.35,68.41
2023-02-12,Paddy,Anantapur,1683,52,3.65,31.35,68.41
2023-02-13,Paddy,Anantapur,1540,95,2.08,32.34,80.56
2023-02-13,Paddy,Guntur,1590,32,2.08,32.34,80.56
2023-02-13,Paddy,Vijayawada,1676,104,2.08,32.34,80.56
2023-02-13,Paddy,Tirupati,1833,95,2.08,32.34,80.56
2023-02-14,Paddy,Tirupati,1560,89,0.43,26.47,63.59
2023-02-14,Paddy,Anantapur,1803,81,0.43,26.47,63.59
2023-02-14,Paddy,Guntur,1469,100,0.43,26.47,63.59
2023-02-14,Paddy,Vijayawada,1847,73,0.43,26.47,63.59
2023-02-15,Paddy,Anantapur,1626,100,10.7,24.55,70.97
2023-02-15,Paddy,Tirupati,1713,39,10.7,24.55,70.97
2023-02-15,Paddy,Vijayawada,1612,114,10.7,24.55,70.97
2023-02-15,Paddy,Guntur,1793,30,10.7,24.55,70.97
2023-02-16,Paddy,Guntur,1747,90,1.7,22.51,76.54
2023-02-16,Paddy,Vijayawada,1700,100,1.7,22.51,76.54
2023-02-16,Paddy,Tirupati,1761,36,1.7,22.51,76.54
2023-02-16,Paddy,Anantapur,1783,73,1.7,22.51,76.54
2023-02-17,Paddy,Tirupati,1788,30,10.54,27.15,82.5
2023-02-17,Paddy,Anantapur,1570,39,10.54,27.15,82.5
2023-02-17,Paddy,Guntur,1560,118,10.54,27.15,82.5
2023-02-17,Paddy,Vijayawada,1621,73,10.54,27.15,82.5
2023-02-18,Paddy,Guntur,1508,104,4.07,21.21,69.12
2023-02-18,Paddy,Vijayawada,1507,66,4.07,21.21,69.12
2023-02-18,Paddy,Tirupati,1730,21,4.07,21.21,69.12
2023-02-18,Paddy,Anantapur,1618,114,4.07,21.21,69.12
2023-02-19,Paddy,Anantapur,1479,75,5.11,23.93,62.08
2023-02-19,Paddy,Guntur,1779,91,5.11,23.93,62.08
2023-02-19,Paddy,Vijayawada,1764,34,5.11,23.93,62.08
2023-02-19,Paddy,Tirupati,1685,48,5.11,23.93,62.08
2023-02-20,Paddy,Tirupati,1618,61,17.25,24.28,90.27
2023-02-20,Paddy,Anantapur,1556,75,17.25,24.28,90.27
2023-02-20,Paddy,Guntur,1458,31,17.25,24.28,90.27
2023-02-20,Paddy,Vijayawada,1623,70,17.25,24.28,90.27
2023-02-21,Paddy,Guntur,1825,106,0.63,20.86,75.63
2023-02-21,Paddy,Vijayawada,1726,111,0.63,20.86,75.63
2023-02-21,Paddy,Tirupati,1827,102,0.63,20.86,75.63
2023-02-21,Paddy,Anantapur,1562,27,0.63,20.86,75.63
2023-02-22,Paddy,Guntur,1475,57,1.06,22.88,75.17
2023-02-22,Paddy,Vijayawada,1697,105,1.06,22.88,75.17
2023-02-22,Paddy,Tirupati,1580,109,1.06,22.88,75.17
2023-02-22,Paddy,Anantapur,1677,83,1.06,22.88,75.17
2023-02-23,Paddy,Anantapur,1653,67,10.63,27.62,77.93
2023-02-23,Paddy,Tirupati,1498,107,10.63,27.62,77.93
2023-02-23,Paddy,Vijayawada,1525,113,10.63,27.62,77.93
2023-02-23,Paddy,Guntur,1747,119,10.63,27.62,77.93
2023-02-24,Paddy,Guntur,1828,85,8.69,28.16,77.89
2023-02-24,Paddy,Vijayawada,1729,63,8.69,28.16,77.89
2023-02-24,Paddy,Tirupati,1784,47,8.69,28.16,77.89
2023-02-24,Paddy,Anantapur,1739,40,8.69,28.16,77.89
2023-02-25,Paddy,Anantapur,1647,71,12.3,32.84,66.58
2023-02-25,Paddy,Guntur,1802,63,12.3,32.84,66.58
2023-02-25,Paddy,Vijayawada,1759,84,12.3,32.84,66.58
2023-02-25,Paddy,Tirupati,1671,102,12.3,32.84,66.58
2023-02-26,Paddy,Tirupati,1716,99,2.61,27.65,60.58
2023-02-26,Paddy,Anantapur,1662,51,2.61,27.65,60.58
2023-02-26,Paddy,Guntur,1658,45,2.61,27.65,60.58
2023-02-26,Paddy,Vijayawada,1643,83,2.61,27.65,60.58
2023-02-27,Paddy,Guntur,1786,37,4.5,23.29,81.5
2023-02-27,Paddy,Vijayawada,1764,82,4.5,23.29,81.5
2023-02-27,Paddy,Tirupati,1522,31,4.5,23.29,81.5
2023-02-27,Paddy,Anantapur,1752,70,4.5,23.29,81.5
2023-02-28,Paddy,Guntur,1705,48,8.16,23.52,82.81
2023-02-28,Paddy,Vijayawada,1794,23,8.16,23.52,82.81
2023-02-28,Paddy,Tirupati,1618,115,8.16,23.52,82.81
2023-02-28,Paddy,Anantapur,1645,105,8.16,23.52,82.81
2023-03-01,Paddy,Anantapur,1629,46,1.75,32.32,80.21
2023-03-01,Paddy,Tirupati,1559,51,1.75,32.32,80.21
2023-03-01,Paddy,Guntur,1835,55,1.75,32.32,80.21
2023-03-01,Paddy,Vijayawada,1793,27,1.75,32.32,80.21
2023-03-02,Paddy,Guntur,1807,59,0.22,25.74,61.74
2023-03-02,Paddy,Vijayawada,1513,36,0.22,25.74,61.74
2023-03-02,Paddy,Tirupati,1813,92,0.22,25.74,61.74
2023-03-02,Paddy,Anantapur,1598,32,0.22,25.74,61.74
2023-03-03,Paddy,Guntur,1590,113,16.59,26.64,83.18
2023-03-03,Paddy,Vijayawada,1504,23,16.59,26.64,83.18
2023-03-03,Paddy,Tirupati,1752,42,16.59,26.64,83.18
2023-03-03,Paddy,Anantapur,1654,62,16.59,26.64,83.18
2023-03-04,Paddy,Anantapur,1636,42,9.6,34.08,69.66
2023-03-04,Paddy,Tirupati,1522,44,9.6,34.08,69.66
2023-03-04,Paddy,Vijayawada,1601,92,9.6,34.08,69.66
2023-03-04,Paddy,Guntur,1566,89,9.6,34.08,69.66
2023-03-05,Paddy,Guntur,1694,99,12.18,24.48,62.15
2023-03-05,Paddy,Vijayawada,1553,21,12.18,24.48,62.15
2023-03-05,Paddy,Tirupati,1800,119,12.18,24.48,62.15
2023-03-05,Paddy,Anantapur,1539,85,12.18,24.48,62.15
2023-03-06,Paddy,Guntur,1711,65,18.11,33.86,83.56
2023-03-06,Paddy,Vijayawada,1555,94,18.11,33.86,83.56
2023-03-06,Paddy,Tirupati,1529,76,18.11,33.86,83.56
2023-03-06,Paddy,Anantapur,1795,73,18.11,33.86,83.56
2023-03-07,Paddy,Tirupati,1533,57,15.89,26.97,88.67
2023-03-07,Paddy,Anantapur,1591,57,15.89,26.97,88.67
2023-03-07,Paddy,Vijayawada,1756,118,15.89,26.97,88.67
2023-03-07,Paddy,Guntur,1611,97,15.89,26.97,88.67
2023-03-08,Paddy,Guntur,1513,59,16.53,21.77,94.55
2023-03-08,Paddy,Vijayawada,1597,31,16.53,21.77,94.55
2023-03-08,Paddy,Tirupati,1580,78,16.53,21.77,94.55
2023-03-08,Paddy,Anantapur,1522,59,16.53,21.77,94.55
2023-03-09,Paddy,Guntur,1804,103,19.59,22.97,63.26
2023-03-09,Paddy,Vijayawada,1835,83,19.59,22.97,63.26
2023-03-09,Paddy,Tirupati,1693,100,19.59,22.97,63.26
2023-03-09,Paddy,Anantapur,1456,117,19.59,22.97,63.26
2023-03-10,Paddy,Anantapur,1791,22,18.39,30.56,91.87
2023-03-10,Paddy,Vijayawada,1799,98,18.39,30.56,91.87
2023-03-10,Paddy,Guntur,1543,109,18.39,30.56,91.87
2023-03-10,Paddy,Tirupati,1511,118,18.39,30.56,91.87
2023-03-11,Paddy,Guntur,1527,71,0.9,21.27,77.57
2023-03-11,Paddy,Vijayawada,1716,49,0.9,21.27,77.57
2023-03-11,Paddy,Tirupati,1658,52,0.9,21.27,77.57
2023-03-11,Paddy,Anantapur,1810,67,0.9,21.27,77.57
2023-03-12,Paddy,Anantapur,1461,63,5.53,30.02,94.12
2023-03-12,Paddy,Guntur,1578,36,5.53,30.02,94.12
2023-03-12,Paddy,Vijayawada,1757,43,5.53,30.02,94.12
2023-03-12,Paddy,Tirupati,1683,27,5.53,30.02,94.12
2023-03-13,Paddy,Anantapur,1710,51,7.82,29.01,80.24
2023-03-13,Paddy,Tirupati,1676,71,7.82,29.01,80.24
2023-03-13,Paddy,Guntur,1602,56,7.82,29.01,80.24
2023-03-13,Paddy,Vijayawada,1522,67,7.82,29.01,80.24
2023-03-14,Paddy,Anantapur,1619,54,2.04,33.77,87.66
2023-03-14,Paddy,Guntur,1644,94,2.04,33.77,87.66
2023-03-14,Paddy,Vijayawada,1533,113,2.04,33.77,87.66
2023-03-14,Paddy,Tirupati,1703,119,2.04,33.77,87.66
2023-03-15,Paddy,Tirupati,1818,34,13.43,25.11,78.77
2023-03-15,Paddy,Anantapur,1454,103,13.43,25.11,78.77
2023-03-15,Paddy,Guntur,1555,46,13.43,25.11,78.77
2023-03-15,Paddy,Vijayawada,1640,48,13.43,25.11,78.77
2023-03-16,Paddy,Anantapur,1623,108,14.4,23.1,82.67
2023-03-16,Paddy,Tirupati,1496,38,14.4,23.1,82.67
2023-03-16,Paddy,Guntur,1844,68,14.4,23.1,82.67
2023-03-16,Paddy,Vijayawada,1663,21,14.4,23.1,82.67
2023-03-17,Paddy,Guntur,1580,106,16.0,24.01,85.09
2023-03-17,Paddy,Vijayawada,1558,68,16.0,24.01,85.09
2023-03-17,Paddy,Tirupati,1451,90,16.0,24.01,85.09
2023-03-17,Paddy,Anantapur,1531,118,16.0,24.01,85.09
2023-03-18,Paddy,Anantapur,1754,70,11.46,22.35,63.44
2023-03-18,Paddy,Guntur,1762,38,11.46,22.35,63.44
2023-03-18,Paddy,Vijayawada,1601,64,11.46,22.35,63.44
2023-03-18,Paddy,Tirupati,1751,45,11.46,22.35,63.44
2023-03-19,Paddy,Guntur,1594,114,0.86,29.82,73.22
2023-03-19,Paddy,Vijayawada,1699,95,0.86,29.82,73.22
2023-03-19,Paddy,Tirupati,1582,52,0.86,29.82,73.22
2023-03-19,Paddy,Anantapur,1707,21,0.86,29.82,73.22
2023-03-20,Paddy,Vijayawada,1566,97,4.63,22.7,64.57
2023-03-20,Paddy,Tirupati,1848,103,4.63,22.7,64.57
2023-03-20,Paddy,Guntur,1739,63,4.63,22.7,64.57
2023-03-20,Paddy,Anantapur,1528,43,4.63,22.7,64.57
2023-03-21,Paddy,Anantapur,1523,49,5.26,26.27,75.61
2023-03-21,Paddy,Tirupati,1737,49,5.26,26.27,75.61
2023-03-21,Paddy,Vijayawada,1540,81,5.26,26.27,75.61
2023-03-21,Paddy,Guntur,1795,113,5.26,26.27,75.61
2023-03-22,Paddy,Guntur,1799,96,2.99,33.64,76.49
2023-03-22,Paddy,Vijayawada,1621,50,2.99,33.64,76.49
2023-03-22,Paddy,Tirupati,1490,71,2.99,33.64,76.49
2023-03-22,Paddy,Anantapur,1531,76,2.99,33.64,76.49
2023-03-23,Paddy,Tirupati,1766,100,18.06,27.25,91.55
2023-03-23,Paddy,Anantapur,1455,110,18.06,27.25,91.55
2023-03-23,Paddy,Guntur,1692,59,18.06,27.25,91.55
2023-03-23,Paddy,Vijayawada,1681,105,18.06,27.25,91.55
2023-03-24,Paddy,Guntur,1507,48,9.45,31.04,78.01
2023-03-24,Paddy,Vijayawada,1628,40,9.45,31.04,78.01
2023-03-24,Paddy,Tirupati,1819,21,9.45,31.04,78.01
2023-03-24,Paddy,Anantapur,1636,62,9.45,31.04,78.01
2023-03-25,Paddy,Anantapur,1624,119,15.31,23.63,67.85
2023-03-25,Paddy,Guntur,1672,99,15.31,23.63,67.85
2023-03-25,Paddy,Vijayawada,1773,109,15.31,23.63,67.85
2023-03-25,Paddy,Tirupati,1694,88,15.31,23.63,67.85
2023-03-26,Paddy,Tirupati,1849,43,12.94,30.1,79.29
2023-03-26,Paddy,Anantapur,1497,49,12.94,30.1,79.29
2023-03-26,Paddy,Guntur,1486,89,12.94,30.1,79.29
2023-03-26,Paddy,Vijayawada,1738,109,12.94,30.1,79.29
2023-03-27,Paddy,Guntur,1841,68,2.03,20.64,76.92
2023-03-27,Paddy,Vijayawada,1606,88,2.03,20.64,76.92
2023-03-27,Paddy,Tirupati,1494,45,2.03,20.64,76.92
2023-03-27,Paddy,Anantapur,1497,33,2.03,20.64,76.92
2023-03-28,Paddy,Guntur,1540,30,12.43,24.01,85.94
2023-03-28,Paddy,Vijayawada,1582,52,12.43,24.01,85.94
2023-03-28,Paddy,Tirupati,1516,80,12.43,24.01,85.94
2023-03-28,Paddy,Anantapur,1788,68,12.43,24.01,85.94
2023-03-29,Paddy,Anantapur,1673,31,10.95,30.01,65.97
2023-03-29,Paddy,Tirupati,1734,92,10.95,30.01,65.97
2023-03-29,Paddy,Vijayawada,1557,24,10.95,30.01,65.97
2023-03-29,Paddy,Guntur,1583,61,10.95,30.01,65.97
2023-03-30,Paddy,Guntur,1757,77,3.78,27.38,83.58
2023-03-30,Paddy,Vijayawada,1803,86,3.78,27.38,83.58
2023-03-30,Paddy,Tirupati,1795,94,3.78,27.38,83.58
2023-03-30,Paddy,Anantapur,1570,26,3.78,27.38,83.58
2023-03-31,Paddy,Anantapur,1530,49,3.29,27.86,71.06
2023-03-31,Paddy,Guntur,1818,59,3.29,27.86,71.06
2023-03-31,Paddy,Vijayawada,1510,21,3.29,27.86,71.06
2023-03-31,Paddy,Tirupati,1520,20,3.29,27.86,71.06
2023-04-01,Paddy,Vijayawada,1722,96,15.97,34.46,79.19
2023-04-01,Paddy,Tirupati,1645,41,15.97,34.46,79.19
2023-04-01,Paddy,Guntur,1681,47,15.97,34.46,79.19
2023-04-01,Paddy,Anantapur,1638,91,15.97,34.46,79.19
2023-04-02,Paddy,Anantapur,1539,45,0.32,30.2,61.08
2023-04-02,Paddy,Tirupati,1622,65,0.32,30.2,61.08
2023-04-02,Paddy,Guntur,1462,68,0.32,30.2,61.08
2023-04-02,Paddy,Vijayawada,1696,68,0.32,30.2,61.08
2023-04-03,Paddy,Guntur,1825,78,6.84,24.76,71.31
2023-04-03,Paddy,Vijayawada,1783,114,6.84,24.76,71.31
2023-04-03,Paddy,Tirupati,1532,47,6.84,24.76,71.31
2023-04-03,Paddy,Anantapur,1546,68,6.84,24.76,71.31
2023-04-04,Paddy,Tirupati,1758,51,7.6,33.99,81.32
2023-04-04,Paddy,Anantapur,1652,52,7.6,33.99,81.32
2023-04-04,Paddy,Guntur,1801,108,7.6,33.99,81.32
2023-04-04,Paddy,Vijayawada,1710,25,7.6,33.99,81.32
2023-04-05,Paddy,Guntur,1706,41,16.05,25.08,77.83
2023-04-05,Paddy,Vijayawada,1647,56,16.05,25.08,77.83
2023-04-05,Paddy,Tirupati,1536,117,16.05,25.08,77.83
2023-04-05,Paddy,Anantapur,1474,75,16.05,25.08,77.83
2023-04-06,Paddy,Anantapur,1667,96,0.97,20.88,61.03
2023-04-06,Paddy,Guntur,1797,22,0.97,20.88,61.03
2023-04-06,Paddy,Vijayawada,1783,101,0.97,20.88,61.03
2023-04-06,Paddy,Tirupati,1743,56,0.97,20.88,61.03
2023-04-07,Paddy,Tirupati,1581,107,16.11,26.44,79.69
2023-04-07,Paddy,Anantapur,1830,22,16.11,26.44,79.69
2023-04-07,Paddy,Guntur,1468,94,16.11,26.44,79.69
2023-04-07,Paddy,Vijayawada,1750,27,16.11,26.44,79.69
2023-04-08,Paddy,Guntur,1786,86,17.04,26.41,83.92
2023-04-08,Paddy,Vijayawada,1728,45,17.04,26.41,83.92
2023-04-08,Paddy,Tirupati,1548,103,17.04,26.41,83.92
2023-04-08,Paddy,Anantapur,1584,51,17.04,26.41,83.92
2023-04-09,Paddy,Guntur,1525,83,10.24,20.14,80.86
2023-04-09,Paddy,Vijayawada,1627,47,10.24,20.14,80.86
2023-04-09,Paddy,Tirupati,1548,87,10.24,20.14,80.86
2023-04-09,Paddy,Anantapur,1502,40,10.24,20.14,80.86
2023-04-10,Paddy,Anantapur,1826,55,9.65,29.34,83.49
2023-04-10,Paddy,Tirupati,1790,107,9.65,29.34,83.49
