date,commodity,market,modal_price,arrivals
2023-02-09,Paddy,Anantapur,1650,108
2023-02-10,Paddy,Guntur,1738,64
2023-02-10,Paddy,Vijayawada,1829,86
2023-02-10,Paddy,Tirupati,1696,44
2023-02-10,Paddy,Anantapur,1740,69
2023-02-11,Paddy,Guntur,1728,63
2023-02-11,Paddy,Vijayawada,1647,37
2023-02-11,Paddy,Tirupati,1660,32
2023-02-11,Paddy,Anantapur,1616,66
2023-02-12,Paddy,Guntur,1486,107
2023-02-12,Paddy,Vijayawada,1686,92
2023-02-12,Paddy,Tirupati,1576,54
2023-02-12,Paddy,Anantapur,1683,52
2023-02-13,Paddy,Guntur,1590,32
2023-02-13,Paddy,Vijayawada,1676,104
2023-02-13,Paddy,Tirupati,1833,95
2023-02-13,Paddy,Anantapur,1540,95
2023-02-14,Paddy,Guntur,1469,100
2023-02-14,Paddy,Vijayawada,1847,73
2023-02-14,Paddy,Tirupati,1560,89
2023-02-14,Paddy,Anantapur,1803,81
2023-02-15,Paddy,Guntur,1793,30
2023-02-15,Paddy,Vijayawada,1612,114
2023-02-15,Paddy,Tirupati,1713,39
2023-02-15,Paddy,Anantapur,1626,100
2023-02-16,Paddy,Guntur,1747,90
2023-02-16,Paddy,Vijayawada,1700,100
2023-02-16,Paddy,Tirupati,1761,36
2023-02-16,Paddy,Anantapur,1783,73
2023-02-17,Paddy,Guntur,1560,118
2023-02-17,Paddy,Vijayawada,1621,73
2023-02-17,Paddy,Tirupati,1788,30
2023-02-17,Paddy,Anantapur,1570,39
2023-02-18,Paddy,Guntur,1508,104
2023-02-18,Paddy,Vijayawada,1507,66
2023-02-18,Paddy,Tirupati,1730,21
2023-02-18,Paddy,Anantapur,1618,114
2023-02-19,Paddy,Guntur,1779,91
2023-02-19,Paddy,Vijayawada,1764,34
2023-02-19,Paddy,Tirupati,1685,48
2023-02-19,Paddy,Anantapur,1479,75
2023-02-20,Paddy,Guntur,1458,31
2023-02-20,Paddy,Vijayawada,1623,70
2023-02-20,Paddy,Tirupati,1618,61
2023-02-20,Paddy,Anantapur,1556,75
2023-02-21,Paddy,Guntur,1825,106
2023-02-21,Paddy,Vijayawada,1726,111
2023-02-21,Paddy,Tirupati,1827,102
2023-02-21,Paddy,Anantapur,1562,27
2023-02-22,Paddy,Guntur,1475,57
2023-02-22,Paddy,Vijayawada,1697,105
2023-02-22,Paddy,Tirupati,1580,109
2023-02-22,Paddy,Anantapur,1677,83
2023-02-23,Paddy,Guntur,1747,119
2023-02-23,Paddy,Vijayawada,1525,113
2023-02-23,Paddy,Tirupati,1498,107
2023-02-23,Paddy,Anantapur,1653,67
2023-02-24,Paddy,Guntur,1828,85
2023-02-24,Paddy,Vijayawada,1729,63
2023-02-24,Paddy,Tirupati,1784,47
2023-02-24,Paddy,Anantapur,1739,40
2023-02-25,Paddy,Guntur,1802,63
2023-02-25,Paddy,Vijayawada,1759,84
2023-02-25,Paddy,Tirupati,1671,102
2023-02-25,Paddy,Anantapur,1647,71
2023-02-26,Paddy,Guntur,1658,45
2023-02-26,Paddy,Vijayawada,1643,83
2023-02-26,Paddy,Tirupati,1716,99
2023-02-26,Paddy,Anantapur,1662,51
2023-02-27,Paddy,Guntur,1786,37
2023-02-27,Paddy,Vijayawada,1764,82
2023-02-27,Paddy,Tirupati,1522,31
2023-02-27,Paddy,Anantapur,1752,70
2023-02-28,Paddy,Guntur,1705,48
2023-02-28,Paddy,Vijayawada,1794,23
2023-02-28,Paddy,Tirupati,1618,115
2023-02-28,Paddy,Anantapur,1645,105
2023-03-01,Paddy,Guntur,1835,55
2023-03-01,Paddy,Vijayawada,1793,27
2023-03-01,Paddy,Tirupati,1559,51
2023-03-01,Paddy,Anantapur,1629,46
2023-03-02,Paddy,Guntur,1807,59
2023-03-02,Paddy,Vijayawada,1513,36
2023-03-02,Paddy,Tirupati,1813,92
2023-03-02,Paddy,Anantapur,1598,32
2023-03-03,Paddy,Guntur,1590,113
2023-03-03,Paddy,Vijayawada,1504,23
2023-03-03,Paddy,Tirupati,1752,42
2023-03-03,Paddy,Anantapur,1654,62
2023-03-04,Paddy,Guntur,1566,89
2023-03-04,Paddy,Vijayawada,1601,92
2023-03-04,Paddy,Tirupati,1522,44
2023-03-04,Paddy,Anantapur,1636,42
2023-03-05,Paddy,Guntur,1694,99
2023-03-05,Paddy,Vijayawada,1553,21
2023-03-05,Paddy,Tirupati,1800,119
2023-03-05,Paddy,Anantapur,1539,85
2023-03-06,Paddy,Guntur,1711,65
2023-03-06,Paddy,Vijayawada,1555,94
2023-03-06,Paddy,Tirupati,1529,76
2023-03-06,Paddy,Anantapur,1795,73
2023-03-07,Paddy,Guntur,1611,97
2023-03-07,Paddy,Vijayawada,1756,118
2023-03-07,Paddy,Tirupati,1533,57
2023-03-07,Paddy,Anantapur,1591,57
2023-03-08,Paddy,Guntur,1513,59
2023-03-08,Paddy,Vijayawada,1597,31
2023-03-08,Paddy,Tirupati,1580,78
2023-03-08,Paddy,Anantapur,1522,59
2023-03-09,Paddy,Guntur,1804,103
2023-03-09,Paddy,Vijayawada,1835,83
2023-03-09,Paddy,Tirupati,1693,100
2023-03-09,Paddy,Anantapur,1456,117
2023-03-10,Paddy,Guntur,1543,109
2023-03-10,Paddy,Vijayawada,1799,98
2023-03-10,Paddy,Tirupati,1511,118
2023-03-10,Paddy,Anantapur,1791,22
2023-03-11,Paddy,Guntur,1527,71
2023-03-11,Paddy,Vijayawada,1716,49
2023-03-11,Paddy,Tirupati,1658,52
2023-03-11,Paddy,Anantapur,1810,67
2023-03-12,Paddy,Guntur,1578,36
2023-03-12,Paddy,Vijayawada,1757,43
2023-03-12,Paddy,Tirupati,1683,27
2023-03-12,Paddy,Anantapur,1461,63
2023-03-13,Paddy,Guntur,1602,56
2023-03-13,Paddy,Vijayawada,1522,67
2023-03-13,Paddy,Tirupati,1676,71
2023-03-13,Paddy,Anantapur,1710,51
2023-03-14,Paddy,Guntur,1644,94
2023-03-14,Paddy,Vijayawada,1533,113
2023-03-14,Paddy,Tirupati,1703,119
2023-03-14,Paddy,Anantapur,1619,54
2023-03-15,Paddy,Guntur,1555,46
2023-03-15,Paddy,Vijayawada,1640,48
2023-03-15,Paddy,Tirupati,1818,34
2023-03-15,Paddy,Anantapur,1454,103
2023-03-16,Paddy,Guntur,1844,68
2023-03-16,Paddy,Vijayawada,1663,21
2023-03-16,Paddy,Tirupati,1496,38
2023-03-16,Paddy,Anantapur,1623,108
2023-03-17,Paddy,Guntur,1580,106
2023-03-17,Paddy,Vijayawada,1558,68
2023-03-17,Paddy,Tirupati,1451,90
2023-03-17,Paddy,Anantapur,1531,118
2023-03-18,Paddy,Guntur,1762,38
2023-03-18,Paddy,Vijayawada,1601,64
2023-03-18,Paddy,Tirupati,1751,45
2023-03-18,Paddy,Anantapur,1754,70
2023-03-19,Paddy,Guntur,1594,114
2023-03-19,Paddy,Vijayawada,1699,95
2023-03-19,Paddy,Tirupati,1582,52
2023-03-19,Paddy,Anantapur,1707,21
2023-03-20,Paddy,Guntur,1739,63
2023-03-20,Paddy,Vijayawada,1566,97
2023-03-20,Paddy,Tirupati,1848,103
2023-03-20,Paddy,Anantapur,1528,43
2023-03-21,Paddy,Guntur,1795,113
2023-03-21,Paddy,Vijayawada,1540,81
2023-03-21,Paddy,Tirupati,1737,49
2023-03-21,Paddy,Anantapur,1523,49
2023-03-22,Paddy,Guntur,1799,96
2023-03-22,Paddy,Vijayawada,1621,50
2023-03-22,Paddy,Tirupati,1490,71
2023-03-22,Paddy,Anantapur,1531,76
2023-03-23,Paddy,Guntur,1692,59
2023-03-23,Paddy,Vijayawada,1681,105
2023-03-23,Paddy,Tirupati,1766,100
2023-03-23,Paddy,Anantapur,1455,110
2023-03-24,Paddy,Guntur,1507,48
2023-03-24,Paddy,Vijayawada,1628,40
2023-03-24,Paddy,Tirupati,1819,21
2023-03-24,Paddy,Anantapur,1636,62
2023-03-25,Paddy,Guntur,1672,99
2023-03-25,Paddy,Vijayawada,1773,109
2023-03-25,Paddy,Tirupati,1694,88
2023-03-25,Paddy,Anantapur,1624,119
2023-03-26,Paddy,Guntur,1486,89
2023-03-26,Paddy,Vijayawada,1738,109
2023-03-26,Paddy,Tirupati,1849,43
2023-03-26,Paddy,Anantapur,1497,49
2023-03-27,Paddy,Guntur,1841,68
2023-03-27,Paddy,Vijayawada,1606,88
2023-03-27,Paddy,Tirupati,1494,45
2023-03-27,Paddy,Anantapur,1497,33
2023-03-28,Paddy,Guntur,1540,30
2023-03-28,Paddy,Vijayawada,1582,52
2023-03-28,Paddy,Tirupati,1516,80
2023-03-28,Paddy,Anantapur,1788,68
2023-03-29,Paddy,Guntur,1583,61
2023-03-29,Paddy,Vijayawada,1557,24
2023-03-29,Paddy,Tirupati,1734,92
2023-03-29,Paddy,Anantapur,1673,31
2023-03-30,Paddy,Guntur,1757,77
2023-03-30,Paddy,Vijayawada,1803,86
2023-03-30,Paddy,Tirupati,1795,94
2023-03-30,Paddy,Anantapur,1570,26
2023-03-31,Paddy,Guntur,1818,59
2023-03-31,Paddy,Vijayawada,1510,21
2023-03-31,Paddy,Tirupati,1520,20
2023-03-31,Paddy,Anantapur,1530,49
2023-04-01,Paddy,Guntur,1681,47
2023-04-01,Paddy,Vijayawada,1722,96
2023-04-01,Paddy,Tirupati,1645,41
2023-04-01,Paddy,Anantapur,1638,91
2023-04-02,Paddy,Guntur,1462,68
2023-04-02,Paddy,Vijayawada,1696,68
2023-04-02,Paddy,Tirupati,1622,65
2023-04-02,Paddy,Anantapur,1539,45
2023-04-03,Paddy,Guntur,1825,78
2023-04-03,Paddy,Vijayawada,1783,114
2023-04-03,Paddy,Tirupati,1532,47
2023-04-03,Paddy,Anantapur,1546,68
2023-04-04,Paddy,Guntur,1801,108
2023-04-04,Paddy,Vijayawada,1710,25
2023-04-04,Paddy,Tirupati,1758,51
2023-04-04,Paddy,Anantapur,1652,52
2023-04-05,Paddy,Guntur,1706,41
2023-04-05,Paddy,Vijayawada,1647,56
2023-04-05,Paddy,Tirupati,1536,117
2023-04-05,Paddy,Anantapur,1474,75
2023-04-06,Paddy,Guntur,1797,22
2023-04-06,Paddy,Vijayawada,1783,101
2023-04-06,Paddy,Tirupati,1743,56
2023-04-06,Paddy,Anantapur,1667,96
2023-04-07,Paddy,Guntur,1468,94
2023-04-07,Paddy,Vijayawada,1750,27
2023-04-07,Paddy,Tirupati,1581,107
2023-04-07,Paddy,Anantapur,1830,22
2023-04-08,Paddy,Guntur,1786,86
2023-04-08,Paddy,Vijayawada,1728,45
2023-04-08,Paddy,Tirupati,1548,103
2023-04-08,Paddy,Anantapur,1584,51
2023-04-09,Paddy,Guntur,1525,83
2023-04-09,Paddy,Vijayawada,1627,47
2023-04-09,Paddy,Tirupati,1548,87
2023-04-09,Paddy,Anantapur,1502,40
2023-04-10,Paddy,Guntur,1563,58
2023-04-10,Paddy,Vijayawada,1460,68
2023-04-10,Paddy,Tirupati,1790,107
2023-04-10,Paddy,Anantapur,1826,55
2023-04-11,Paddy,Guntur,1726,20
2023-04-11,Paddy,Vijayawada,1689,100
2023-04-11,Paddy,Tirupati,1786,106
2023-04-11,Paddy,Anantapur,1485,23
2023-04-12,Paddy,Guntur,1847,59
2023-04-12,Paddy,Vijayawada,1459,64
2023-04-12,Paddy,Tirupati,1452,69
2023-04-12,Paddy,Anantapur,1768,23
2023-04-13,Paddy,Guntur,1476,104
2023-04-13,Paddy,Vijayawada,1799,66
2023-04-13,Paddy,Tirupati,1757,53
2023-04-13,Paddy,Anantapur,1569,96
2023-04-14,Paddy,Guntur,1555,113
2023-04-14,Paddy,Vijayawada,1764,113
2023-04-14,Paddy,Tirupati,1617,29
2023-04-14,Paddy,Anantapur,1626,117
2023-04-15,Paddy,Guntur,1475,85
2023-04-15,Paddy,Vijayawada,1620,70
2023-04-15,Paddy,Tirupati,1745,111
2023-04-15,Paddy,Anantapur,1595,100
2023-04-16,Paddy,Guntur,1723,110
2023-04-16,Paddy,Vijayawada,1672,49
2023-04-16,Paddy,Tirupati,1567,65
2023-04-16,Paddy,Anantapur,1667,69
2023-04-17,Paddy,Guntur,1829,66
2023-04-17,Paddy,Vijayawada,1487,90
2023-04-17,Paddy,Tirupati,1522,79
2023-04-17,Paddy,Anantapur,1494,68
2023-04-18,Paddy,Guntur,1583,94
2023-04-18,Paddy,Vijayawada,1515,88
2023-04-18,Paddy,Tirupati,1673,73
2023-04-18,Paddy,Anantapur,1849,54
2023-04-19,Paddy,Guntur,1556,93
2023-04-19,Paddy,Vijayawada,1767,93
2023-04-19,Paddy,Tirupati,1607,44
2023-04-19,Paddy,Anantapur,1694,72
2023-04-20,Paddy,Guntur,1620,67
2023-04-20,Paddy,Vijayawada,1568,118
2023-04-20,Paddy,Tirupati,1587,114
2023-04-20,Paddy,Anantapur,1600,116
2023-04-21,Paddy,Guntur,1484,40
2023-04-21,Paddy,Vijayawada,1478,97
2023-04-21,Paddy,Tirupati,1804,64
2023-04-21,Paddy,Anantapur,1727,41
2023-04-22,Paddy,Guntur,1783,26
2023-04-22,Paddy,Vijayawada,1598,60
2023-04-22,Paddy,Tirupati,1563,72
2023-04-22,Paddy,Anantapur,1635,34
2023-04-23,Paddy,Guntur,1706,29
2023-04-23,Paddy,Vijayawada,1841,104
2023-04-23,Paddy,Tirupati,1643,56
2023-04-23,Paddy,Anantapur,1791,108
2023-04-24,Paddy,Guntur,1529,46
2023-04-24,Paddy,Vijayawada,1847,91
2023-04-24,Paddy,Tirupati,1637,63
2023-04-24,Paddy,Anantapur,1790,33
2023-04-25,Paddy,Guntur,1621,94
2023-04-25,Paddy,Vijayawada,1479,101
2023-04-25,Paddy,Tirupati,1563,97
2023-04-25,Paddy,Anantapur,1799,78
2023-04-26,Paddy,Guntur,1533,28
2023-04-26,Paddy,Vijayawada,1786,50
2023-04-26,Paddy,Tirupati,1722,71
2023-04-26,Paddy,Anantapur,1662,21
2023-04-27,Paddy,Guntur,1517,96
2023-04-27,Paddy,Vijayawada,1576,54
2023-04-27,Paddy,Tirupati,1761,30
2023-04-27,Paddy,Anantapur,1469,109
2023-04-28,Paddy,Guntur,1686,69
2023-04-28,Paddy,Vijayawada,1658,79
2023-04-28,Paddy,Tirupati,1832,92
2023-04-28,Paddy,Anantapur,1494,44
2023-04-29,Paddy,Guntur,1726,111
2023-04-29,Paddy,Vijayawada,1714,46
2023-04-29,Paddy,Tirupati,1509,119
2023-04-29,Paddy,Anantapur,1840,42
2023-04-30,Paddy,Guntur,1518,30
2023-04-30,Paddy,Vijayawada,1632,109
2023-04-30,Paddy,Tirupati,1535,50
2023-04-30,Paddy,Anantapur,1594,118
2023-05-01,Paddy,Guntur,1508,20
2023-05-01,Paddy,Vijayawada,1573,107
2023-05-01,Paddy,Tirupati,1597,70
2023-05-01,Paddy,Anantapur,1535,66
2023-05-02,Paddy,Guntur,1585,52
2023-05-02,Paddy,Vijayawada,1768,57
2023-05-02,Paddy,Tirupati,1688,38
2023-05-02,Paddy,Anantapur,1796,99
2023-05-03,Paddy,Guntur,1538,32
2023-05-03,Paddy,Vijayawada,1620,43
2023-05-03,Paddy,Tirupati,1816,84
2023-05-03,Paddy,Anantapur,1840,85
2023-05-04,Paddy,Guntur,1487,47
2023-05-04,Paddy,Vijayawada,1535,105
2023-05-04,Paddy,Tirupati,1481,37
2023-05-04,Paddy,Anantapur,1784,93
2023-05-05,Paddy,Guntur,1784,94
2023-05-05,Paddy,Vijayawada,1739,111
2023-05-05,Paddy,Tirupati,1619,103
2023-05-05,Paddy,Anantapur,1627,53
2023-05-06,Paddy,Guntur,1777,41
2023-05-06,Paddy,Vijayawada,1536,82
2023-05-06,Paddy,Tirupati,1583,90
2023-05-06,Paddy,Anantapur,1659,117
2023-05-07,Paddy,Guntur,1804,80
2023-05-07,Paddy,Vijayawada,1685,118
2023-05-07,Paddy,Tirupati,1653,96
2023-05-07,Paddy,Anantapur,1470,97
2023-05-08,Paddy,Guntur,1682,64
2023-05-08,Paddy,Vijayawada,1509,74
2023-05-08,Paddy,Tirupati,1823,50
2023-05-08,Paddy,Anantapur,1658,38
2023-05-09,Paddy,Guntur,1599,89
2023-05-09,Paddy,Vijayawada,1844,28
2023-05-09,Paddy,Tirupati,1450,31
2023-05-09,Paddy,Anantapur,1703,116
2023-05-10,Paddy,Guntur,1451,106
2023-05-10,Paddy,Vijayawada,1495,67
2023-05-10,Paddy,Tirupati,1583,75
2023-05-10,Paddy,Anantapur,1690,78
2023-05-11,Paddy,Guntur,1552,52
2023-05-11,Paddy,Vijayawada,1663,82
2023-05-11,Paddy,Tirupati,1492,30
2023-05-11,Paddy,Anantapur,1790,79
2023-05-12,Paddy,Guntur,1681,108
2023-05-12,Paddy,Vijayawada,1502,36
2023-05-12,Paddy,Tirupati,1601,76
2023-05-12,Paddy,Anantapur,1470,40
2023-05-13,Paddy,Guntur,1781,34
2023-05-13,Paddy,Vijayawada,1798,79
2023-05-13,Paddy,Tirupati,1485,50
2023-05-13,Paddy,Anantapur,1694,46
2023-05-14,Paddy,Guntur,1488,63
2023-05-14,Paddy,Vijayawada,1777,74
2023-05-14,Paddy,Tirupati,1708,101
2023-05-14,Paddy,Anantapur,1623,64
2023-05-15,Paddy,Guntur,1456,66
2023-05-15,Paddy,Vijayawada,1559,99
2023-05-15,Paddy,Tirupati,1522,82
2023-05-15,Paddy,Anantapur,1680,33
2023-05-16,Paddy,Guntur,1762,91
2023-05-16,Paddy,Vijayawada,1717,42
2023-05-16,Paddy,Tirupati,1833,49
2023-05-16,Paddy,Anantapur,1680,44
2023-05-17,Paddy,Guntur,1608,49
2023-05-17,Paddy,Vijayawada,1806,110
2023-05-17,Paddy,Tirupati,1747,31
2023-05-17,Paddy,Anantapur,1693,44
2023-05-18,Paddy,Guntur,1806,86
2023-05-18,Paddy,Vijayawada,1500,80
2023-05-18,Paddy,Tirupati,1721,87
2023-05-18,Paddy,Anantapur,1572,63
2023-05-19,Paddy,Guntur,1672,42
2023-05-19,Paddy,Vijayawada,1544,105
2023-05-19,Paddy,Tirupati,1676,111
2023-05-19,Paddy,Anantapur,1553,108
2023-05-20,Paddy,Guntur,1559,49
2023-05-20,Paddy,Vijayawada,1845,35
2023-05-20,Paddy,Tirupati,1824,117
2023-05-20,Paddy,Anantapur,1714,111
2023-05-21,Paddy,Guntur,1793,95
2023-05-21,Paddy,Vijayawada,1801,40
2023-05-21,Paddy,Tirupati,1740,27
2023-05-21,Paddy,Anantapur,1747,81
2023-05-22,Paddy,Guntur,1835,29
2023-05-22,Paddy,Vijayawada,1668,41
2023-05-22,Paddy,Tirupati,1555,84
2023-05-22,Paddy,Anantapur,1815,89
2023-05-23,Paddy,Guntur,1518,47
2023-05-23,Paddy,Vijayawada,1677,89
2023-05-23,Paddy,Tirupati,1700,37
2023-05-23,Paddy,Anantapur,1676,21
2023-05-24,Paddy,Guntur,1646,25
2023-05-24,Paddy,Vijayawada,1452,48
2023-05-24,Paddy,Tirupati,1762,39
2023-05-24,Paddy,Anantapur,1503,24
2023-05-25,Paddy,Guntur,1736,66
2023-05-25,Paddy,Vijayawada,1845,43
2023-05-25,Paddy,Tirupati,1542,21
2023-05-25,Paddy,Anantapur,1586,113
2023-05-26,Paddy,Guntur,1835,61
2023-05-26,Paddy,Vijayawada,1735,62
2023-05-26,Paddy,Tirupati,1641,24
2023-05-26,Paddy,Anantapur,1456,104
2023-05-27,Paddy,Guntur,1800,82
2023-05-27,Paddy,Vijayawada,1564,107
2023-05-27,Paddy,Tirupati,1627,108
2023-05-27,Paddy,Anantapur,1648,80
2023-05-28,Paddy,Guntur,1756,81
2023-05-28,Paddy,Vijayawada,1673,23
2023-05-28,Paddy,Tirupati,1558,80
2023-05-28,Paddy,Anantapur,1450,22
2023-05-29,Paddy,Guntur,1758,53
2023-05-29,Paddy,Vijayawada,1844,45
2023-05-29,Paddy,Tirupati,1605,52
2023-05-29,Paddy,Anantapur,1467,90
2023-05-30,Paddy,Guntur,1501,29
2023-05-30,Paddy,Vijayawada,1805,83
2023-05-30,Paddy,Tirupati,1802,60
2023-05-30,Paddy,Anantapur,1797,75
2023-05-31,Paddy,Guntur,1665,93
2023-05-31,Paddy,Vijayawada,1546,93
2023-05-31,Paddy,Tirupati,1630,57
2023-05-31,Paddy,Anantapur,1482,47
2023-06-01,Paddy,Guntur,1791,42
2023-06-01,Paddy,Vijayawada,1625,87
2023-06-01,Paddy,Tirupati,1549,35
