ds,yhat
2023-01-27,1745.0
2023-01-27,1520.0
2023-01-28,1744.0
2023-01-28,1603.0
2023-01-28,1521.0
2023-01-28,1589.0
2023-01-29,1632.0
2023-01-29,1692.0
2023-01-29,1699.0
2023-01-29,1490.0
2023-01-30,1595.0
2023-01-30,1842.0
2023-01-30,1691.0
2023-01-30,1496.0
2023-01-31,1488.0
2023-01-31,1778.0
2023-01-31,1536.0
2023-01-31,1708.0
2023-02-01,1544.0
2023-02-01,1546.0
2023-02-01,1699.0
2023-02-01,1504.0
2023-02-02,1487.0
2023-02-02,1534.0
2023-02-02,1797.0
2023-02-02,1827.0
2023-02-03,1541.0
2023-02-03,1722.0
2023-02-03,1487.0
2023-02-03,1711.0
2023-02-04,1705.0
2023-02-04,1837.0
2023-02-04,1752.0
2023-02-04,1837.0
2023-02-05,1482.0
2023-02-05,1680.0
2023-02-05,1706.0
2023-02-05,1832.0
2023-02-06,1752.0
2023-02-06,1759.0
2023-02-06,1635.0
2023-02-06,1660.0
2023-02-07,1793.0
2023-02-07,1491.0
2023-02-07,1734.0
2023-02-07,1706.0
2023-02-08,1515.0
2023-02-08,1593.0
2023-02-08,1479.0
2023-02-08,1689.0
2023-02-09,1460.0
2023-02-09,1841.0
2023-02-09,1571.0
2023-02-09,1650.0
2023-02-10,1738.0
2023-02-10,1829.0
2023-02-10,1696.0
2023-02-10,1740.0
2023-02-11,1728.0
2023-02-11,1616.0
2023-02-11,1660.0
2023-02-11,1647.0
2023-02-12,1683.0
2023-02-12,1576.0
2023-02-12,1686.0
2023-02-12,1486.0
2023-02-13,1540.0
2023-02-13,1590.0
2023-02-13,1676.0
2023-02-13,1833.0
2023-02-14,1560.0
2023-02-14,1803.0
2023-02-14,1469.0
2023-02-14,1847.0
2023-02-15,1612.0
2023-02-15,1793.0
2023-02-15,1626.0
2023-02-15,1713.0
2023-02-16,1747.0
2023-02-16,1700.0
2023-02-16,1761.0
2023-02-16,1783.0
2023-02-17,1788.0
2023-02-17,1570.0
2023-02-17,1560.0
2023-02-17,1621.0
2023-02-18,1508.0
2023-02-18,1507.0
2023-02-18,1730.0
2023-02-18,1618.0
2023-02-19,1685.0
2023-02-19,1764.0
2023-02-19,1779.0
2023-02-19,1479.0
2023-02-20,1618.0
2023-02-20,1556.0
2023-02-20,1458.0
2023-02-20,1623.0
2023-02-21,1825.0
2023-02-21,1726.0
2023-02-21,1827.0
2023-02-21,1562.0
2023-02-22,1580.0
2023-02-22,1677.0
2023-02-22,1475.0
2023-02-22,1697.0
2023-02-23,1653.0
2023-02-23,1498.0
2023-02-23,1525.0
2023-02-23,1747.0
2023-02-24,1828.0
2023-02-24,1729.0
2023-02-24,1784.0
2023-02-24,1739.0
2023-02-25,1671.0
2023-02-25,1647.0
2023-02-25,1802.0
2023-02-25,1759.0
2023-02-26,1662.0
2023-02-26,1658.0
2023-02-26,1716.0
2023-02-26,1643.0
2023-02-27,1752.0
2023-02-27,1522.0
2023-02-27,1786.0
2023-02-27,1764.0
2023-02-28,1705.0
2023-02-28,1794.0
2023-02-28,1618.0
2023-02-28,1645.0
2023-03-01,1629.0
2023-03-01,1559.0
2023-03-01,1835.0
2023-03-01,1793.0
2023-03-02,1598.0
2023-03-02,1807.0
2023-03-02,1513.0
2023-03-02,1813.0
2023-03-03,1654.0
2023-03-03,1752.0
2023-03-03,1590.0
2023-03-03,1504.0
2023-03-04,1636.0
2023-03-04,1522.0
2023-03-04,1601.0
2023-03-04,1566.0
2023-03-05,1539.0
2023-03-05,1694.0
2023-03-05,1553.0
2023-03-05,1800.0
2023-03-06,1795.0
2023-03-06,1529.0
2023-03-06,1711.0
2023-03-06,1555.0
2023-03-07,1611.0
2023-03-07,1756.0
2023-03-07,1533.0
2023-03-07,1591.0
2023-03-08,1513.0
2023-03-08,1597.0
2023-03-08,1580.0
2023-03-08,1522.0
2023-03-09,1804.0
2023-03-09,1835.0
2023-03-09,1693.0
2023-03-09,1456.0
2023-03-10,1543.0
2023-03-10,1511.0
2023-03-10,1799.0
2023-03-10,1791.0
2023-03-11,1527.0
2023-03-11,1716.0
2023-03-11,1658.0
2023-03-11,1810.0
2023-03-12,1461.0
2023-03-12,1578.0
2023-03-12,1757.0
2023-03-12,1683.0
2023-03-13,1522.0
2023-03-13,1602.0
2023-03-13,1676.0
2023-03-13,1710.0
2023-03-14,1703.0
2023-03-14,1533.0
2023-03-14,1619.0
2023-03-14,1644.0
2023-03-15,1818.0
2023-03-15,1454.0
2023-03-15,1555.0
2023-03-15,1640.0
2023-03-16,1623.0
2023-03-16,1496.0
2023-03-16,1844.0
2023-03-16,1663.0
2023-03-17,1451.0
2023-03-17,1531.0
2023-03-17,1558.0
2023-03-17,1580.0
2023-03-18,1754.0
2023-03-18,1762.0
2023-03-18,1601.0
2023-03-18,1751.0
2023-03-19,1594.0
2023-03-19,1699.0
2023-03-19,1582.0
2023-03-19,1707.0
2023-03-20,1528.0
2023-03-20,1739.0
2023-03-20,1848.0
2023-03-20,1566.0
2023-03-21,1523.0
2023-03-21,1737.0
2023-03-21,1540.0
2023-03-21,1795.0
2023-03-22,1799.0
2023-03-22,1621.0
2023-03-22,1490.0
2023-03-22,1531.0
2023-03-23,1681.0
2023-03-23,1692.0
2023-03-23,1455.0
2023-03-23,1766.0
2023-03-24,1507.0
2023-03-24,1628.0
2023-03-24,1819.0
2023-03-24,1636.0
2023-03-25,1624.0
2023-03-25,1672.0
2023-03-25,1773.0
2023-03-25,1694.0
2023-03-26,1486.0
2023-03-26,1738.0
2023-03-26,1849.0
2023-03-26,1497.0
2023-03-27,1494.0
2023-03-27,1497.0
2023-03-27,1841.0
2023-03-27,1606.0
2023-03-28,1788.0
2023-03-28,1516.0
2023-03-28,1540.0
2023-03-28,1582.0
2023-03-29,1673.0
2023-03-29,1734.0
2023-03-29,1557.0
2023-03-29,1583.0
2023-03-30,1757.0
2023-03-30,1803.0
2023-03-30,1795.0
2023-03-30,1570.0
2023-03-31,1510.0
2023-03-31,1520.0
2023-03-31,1530.0
2023-03-31,1818.0
2023-04-01,1722.0
2023-04-01,1645.0
2023-04-01,1681.0
2023-04-01,1638.0
2023-04-02,1539.0
2023-04-02,1622.0
2023-04-02,1462.0
2023-04-02,1696.0
2023-04-03,1546.0
2023-04-03,1825.0
2023-04-03,1783.0
2023-04-03,1532.0
2023-04-04,1710.0
2023-04-04,1801.0
2023-04-04,1758.0
2023-04-04,1652.0
2023-04-05,1706.0
2023-04-05,1647.0
2023-04-05,1536.0
2023-04-05,1474.0
2023-04-06,1667.0
2023-04-06,1797.0
2023-04-06,1783.0
2023-04-06,1743.0
2023-04-07,1750.0
2023-04-07,1468.0
2023-04-07,1830.0
2023-04-07,1581.0
2023-04-08,1786.0
2023-04-08,1728.0
2023-04-08,1548.0
2023-04-08,1584.0
2023-04-09,1525.0
2023-04-09,1627.0
2023-04-09,1548.0
2023-04-09,1502.0
2023-04-10,1460.0
2023-04-10,1563.0
2023-04-10,1826.0
2023-04-10,1790.0
2023-04-11,1485.0
2023-04-11,1786.0
2023-04-11,1689.0
2023-04-11,1726.0
2023-04-12,1768.0
2023-04-12,1847.0
2023-04-12,1459.0
2023-04-12,1452.0
2023-04-13,1757.0
2023-04-13,1569.0
2023-04-13,1476.0
2023-04-13,1799.0
2023-04-14,1617.0
2023-04-14,1626.0
2023-04-14,1764.0
2023-04-14,1555.0
2023-04-15,1475.0
2023-04-15,1620.0
2023-04-15,1745.0
2023-04-15,1595.0
2023-04-16,1667.0
2023-04-16,1567.0
2023-04-16,1723.0
2023-04-16,1672.0
2023-04-17,1494.0
2023-04-17,1522.0
2023-04-17,1487.0
2023-04-17,1829.0
2023-04-18,1583.0
2023-04-18,1515.0
2023-04-18,1673.0
2023-04-18,1849.0
2023-04-19,1694.0
2023-04-19,1607.0
2023-04-19,1767.0
2023-04-19,1556.0
2023-04-20,1600.0
2023-04-20,1587.0
2023-04-20,1568.0
2023-04-20,1620.0
2023-04-21,1727.0
2023-04-21,1484.0
2023-04-21,1478.0
2023-04-21,1804.0
2023-04-22,1635.0
2023-04-22,1563.0
2023-04-22,1598.0
2023-04-22,1783.0
2023-04-23,1841.0
2023-04-23,1643.0
2023-04-23,1791.0
2023-04-23,1706.0
2023-04-24,1790.0
2023-04-24,1529.0
2023-04-24,1637.0
2023-04-24,1847.0
2023-04-25,1479.0
2023-04-25,1621.0
2023-04-25,1799.0
2023-04-25,1563.0
2023-04-26,1533.0
2023-04-26,1786.0
2023-04-26,1722.0
2023-04-26,1662.0
2023-04-27,1517.0
2023-04-27,1576.0
2023-04-27,1761.0
2023-04-27,1469.0
2023-04-28,1494.0
2023-04-28,1832.0
2023-04-28,1686.0
2023-04-28,1658.0
2023-04-29,1509.0
2023-04-29,1714.0
2023-04-29,1840.0
2023-04-29,1726.0
2023-04-30,1535.0
2023-04-30,1594.0
2023-04-30,1518.0
2023-04-30,1632.0
2023-05-01,1535.0
2023-05-01,1597.0
2023-05-01,1508.0
2023-05-01,1573.0
2023-05-02,1585.0
2023-05-02,1768.0
2023-05-02,1688.0
2023-05-02,1796.0
2023-05-03,1840.0
2023-05-03,1816.0
2023-05-03,1620.0
2023-05-03,1538.0
2023-05-04,1784.0
2023-05-04,1481.0
2023-05-04,1487.0
2023-05-04,1535.0
2023-05-05,1784.0
2023-05-05,1739.0
2023-05-05,1619.0
2023-05-05,1627.0
2023-05-06,1777.0
2023-05-06,1583.0
2023-05-06,1659.0
2023-05-06,1536.0
2023-05-07,1470.0
2023-05-07,1653.0
2023-05-07,1804.0
2023-05-07,1685.0
2023-05-08,1658.0
2023-05-08,1682.0
2023-05-08,1509.0
2023-05-08,1823.0
2023-05-09,1599.0
2023-05-09,1703.0
2023-05-09,1450.0
2023-05-09,1844.0
2023-05-10,1690.0
2023-05-10,1495.0
2023-05-10,1583.0
2023-05-10,1451.0
2023-05-11,1790.0
2023-05-11,1492.0
2023-05-11,1663.0
2023-05-11,1552.0
2023-05-12,1681.0
2023-05-12,1502.0
2023-05-12,1601.0
2023-05-12,1470.0
2023-05-13,1485.0
2023-05-13,1694.0
2023-05-13,1781.0
2023-05-13,1798.0
2023-05-14,1623.0
2023-05-14,1708.0
2023-05-14,1488.0
2023-05-14,1777.0
2023-05-15,1680.0
2023-05-15,1456.0
2023-05-15,1559.0
2023-05-15,1522.0
2023-05-16,1833.0
2023-05-16,1680.0
2023-05-16,1762.0
2023-05-16,1717.0
2023-05-17,1806.0
2023-05-17,1608.0
2023-05-17,1693.0
2023-05-17,1747.0
2023-05-18,1572.0
2023-05-18,1721.0
2023-05-18,1806.0
2023-05-18,1500.0
2023-05-19,1672.0
2023-05-19,1544.0
2023-05-19,1676.0
2023-05-19,1553.0
2023-05-20,1824.0
2023-05-20,1714.0
2023-05-20,1559.0
2023-05-20,1845.0
2023-05-21,1747.0
2023-05-21,1740.0
2023-05-21,1793.0
2023-05-21,1801.0
2023-05-22,1835.0
2023-05-22,1668.0
2023-05-22,1555.0
2023-05-22,1815.0
2023-05-23,1700.0
2023-05-23,1518.0
2023-05-23,1677.0
2023-05-23,1676.0
2023-05-24,1452.0
2023-05-24,1646.0
2023-05-24,1503.0
2023-05-24,1762.0
2023-05-25,1736.0
2023-05-25,1845.0
2023-05-25,1542.0
2023-05-25,1586.0
2023-05-26,1456.0
2023-05-26,1835.0
2023-05-26,1735.0
2023-05-26,1641.0
2023-05-27,1800.0
2023-05-27,1564.0
2023-05-27,1648.0
2023-05-27,1627.0
2023-05-28,1558.0
2023-05-28,1756.0
2023-05-28,1673.0
2023-05-28,1450.0
2023-05-29,1467.0
2023-05-29,1605.0
2023-05-29,1844.0
2023-05-29,1758.0
2023-05-30,1797.0
2023-05-30,1501.0
2023-05-30,1805.0
2023-05-30,1802.0
2023-05-31,1546.0
2023-05-31,1665.0
2023-05-31,1630.0
2023-05-31,1482.0
2023-06-01,1791.0
2023-06-01,1625.0
2023-06-01,1549.0
2023-06-01,1687.0
2023-06-02,1599.0
2023-06-02,1497.0
2023-06-02,1571.0
2023-06-02,1803.0
2023-06-03,1612.0
2023-06-03,1554.0
2023-06-03,1576.0
2023-06-03,1593.0
2023-06-04,1634.0
2023-06-04,1599.0
2023-06-04,1767.0
2023-06-04,1575.0
2023-06-05,1728.0
2023-06-05,1453.0
2023-06-05,1531.0
2023-06-05,1613.0
2023-06-06,1809.0
2023-06-06,1848.0
2023-06-06,1484.0
2023-06-06,1658.0
2023-06-07,1772.0
2023-06-07,1702.0
2023-06-07,1700.0
2023-06-07,1846.0
2023-06-08,1499.0
2023-06-08,1660.0
2023-06-08,1515.0
2023-06-08,1814.0
2023-06-09,1468.0
2023-06-09,1720.0
2023-06-09,1820.0
2023-06-09,1615.0
2023-06-10,1533.0
2023-06-10,1465.0
2023-06-10,1818.0
2023-06-10,1541.0
2023-06-11,1830.0
2023-06-11,1757.0
2023-06-11,1774.0
2023-06-11,1531.0
2023-06-12,1517.0
2023-06-12,1592.0
2023-06-12,1666.0
2023-06-12,1618.0
2023-06-13,1747.0
2023-06-13,1661.0
2023-06-13,1459.0
2023-06-13,1776.0
2023-06-14,1595.0
2023-06-14,1606.0
2023-06-14,1749.0
2023-06-14,1716.0
2023-06-15,1632.0
2023-06-15,1452.0
2023-06-15,1583.0
2023-06-15,1549.0
2023-06-16,1820.0
2023-06-16,1781.0
2023-06-16,1661.0
2023-06-16,1743.0
2023-06-17,1621.0
2023-06-17,1783.0
2023-06-17,1475.0
2023-06-17,1522.0
2023-06-18,1708.0
2023-06-18,1455.0
2023-06-18,1722.0
2023-06-18,1831.0
2023-06-19,1517.0
2023-06-19,1548.0
2023-06-19,1757.0
2023-06-19,1621.0
2023-06-20,1653.0
2023-06-20,1474.0
2023-06-20,1775.0
2023-06-20,1706.0
2023-06-21,1694.0
2023-06-21,1815.0
2023-06-21,1746.0
2023-06-21,1671.0
2023-06-22,1592.0
2023-06-22,1683.0
2023-06-22,1564.0
2023-06-22,1849.0
2023-06-23,1792.0
2023-06-23,1736.0
2023-06-23,1535.0
2023-06-23,1774.0
2023-06-24,1477.0
2023-06-24,1633.0
2023-06-24,1807.0
2023-06-24,1665.0
2023-06-25,1826.0
2023-06-25,1523.0
2023-06-25,1720.0
2023-06-25,1773.0
2023-06-26,1636.0
2023-06-26,1711.0
2023-06-26,1669.0
2023-06-26,1536.0
2023-06-27,1654.0
2023-06-27,1824.0
2023-06-27,1557.0
2023-06-27,1601.0
2023-06-28,1604.0
2023-06-28,1687.0
2023-06-28,1829.0
2023-06-28,1597.0
2023-06-29,1665.0
2023-06-29,1656.0
2023-06-29,1470.0
2023-06-29,1607.0
2023-06-30,1656.0
2023-06-30,1656.0
2023-06-30,1730.0
2023-06-30,1760.0
2023-07-01,1623.0
2023-07-01,1655.0
2023-07-01,1580.0
2023-07-01,1494.0
2023-07-02,1754.0
2023-07-02,1581.0
2023-07-02,1499.0
2023-07-02,1471.0
2023-07-03,1487.0
2023-07-03,1786.0
2023-07-03,1696.0
2023-07-03,1664.0
2023-07-04,1604.0
2023-07-04,1521.0
2023-07-04,1555.0
2023-07-04,1460.0
2023-07-05,1708.0
2023-07-05,1603.0
2023-07-05,1825.0
2023-07-05,1557.0
2023-07-06,1537.0
2023-07-06,1610.0
2023-07-06,1763.0
2023-07-06,1820.0
2023-07-07,1671.0
2023-07-07,1647.0
2023-07-07,1788.0
2023-07-07,1748.0
2023-07-08,1451.0
2023-07-08,1747.0
2023-07-08,1731.0
2023-07-08,1617.0
2023-07-09,1698.0
2023-07-09,1712.0
2023-07-09,1714.0
2023-07-09,1824.0
2023-07-10,1828.0
2023-07-10,1483.0
2023-07-10,1807.0
2023-07-10,1521.0
2023-07-11,1703.0
2023-07-11,1621.0
2023-07-11,1692.0
2023-07-11,1809.0
2023-07-12,1589.0
2023-07-12,1679.0
2023-07-12,1709.0
2023-07-12,1689.0
2023-07-13,1486.0
2023-07-13,1529.0
2023-07-13,1590.0
2023-07-13,1847.0
2023-07-14,1601.0
2023-07-14,1480.0
2023-07-14,1514.0
2023-07-14,1489.0
2023-07-15,1502.0
2023-07-15,1619.0
2023-07-15,1479.0
2023-07-15,1528.0
2023-07-16,1841.0
2023-07-16,1725.0
2023-07-16,1535.0
2023-07-16,1792.0
2023-07-17,1682.0
2023-07-17,1806.0
2023-07-17,1699.0
2023-07-17,1550.0
2023-07-18,1461.0
2023-07-18,1472.0
2023-07-18,1521.0
2023-07-18,1602.0
2023-07-19,1621.0
2023-07-19,1550.0
2023-07-19,1650.0
2023-07-19,1713.0
2023-07-20,1703.0
2023-07-20,1628.0
2023-07-20,1532.0
2023-07-20,1463.0
2023-07-21,1501.0
2023-07-21,1755.0
2023-07-21,1806.0
2023-07-21,1595.0
2023-07-22,1574.0
2023-07-22,1842.0
2023-07-22,1528.0
2023-07-22,1557.0
2023-07-23,1788.0
2023-07-23,1784.0
2023-07-23,1605.0
2023-07-23,1807.0
2023-07-24,1661.0
2023-07-24,1681.0
2023-07-24,1600.0
2023-07-24,1688.0
2023-07-25,1725.0
2023-07-25,1646.0
2023-07-25,1656.0
2023-07-25,1758.0
2023-07-26,1697.0
2023-07-26,1651.0
2023-07-26,1570.0
2023-07-26,1503.0
2023-07-27,1492.0
2023-07-27,1674.0
2023-07-27,1798.0
2023-07-27,1576.0
2023-07-28,1779.0
2023-07-28,1509.0
2023-07-28,1645.0
2023-07-28,1631.0
2023-07-29,1790.0
2023-07-29,1460.0
2023-07-29,1514.0
2023-07-29,1599.0
2023-07-30,1553.0
2023-07-30,1701.0
2023-07-30,1834.0
2023-07-30,1832.0
2023-07-31,1639.0
2023-07-31,1787.0
2023-07-31,1762.0
2023-07-31,1679.0
2023-08-01,1558.0
2023-08-01,1504.0
2023-08-01,1710.0
2023-08-01,1678.0
2023-08-02,1763.0
2023-08-02,1773.0
2023-08-02,1504.0
2023-08-02,1468.0
2023-08-03,1776.0
2023-08-03,1579.0
2023-08-03,1675.0
2023-08-03,1705.0
2023-08-04,1573.0
2023-08-04,1759.0
2023-08-04,1587.0
2023-08-04,1678.0
2023-08-05,1570.0
2023-08-05,1564.0
2023-08-05,1513.0
2023-08-05,1738.0
2023-08-06,1546.0
2023-08-06,1623.0
2023-08-06,1545.0
2023-08-06,1745.0
2023-08-07,1844.0
2023-08-07,1613.0
2023-08-07,1522.0
2023-08-07,1542.0
2023-08-08,1701.0
2023-08-08,1654.0
2023-08-08,1496.0
2023-08-08,1544.0
2023-08-09,1714.0
2023-08-09,1849.0
2023-08-09,1584.0
2023-08-09,1828.0
2023-08-10,1749.0
2023-08-10,1639.0
2023-08-10,1558.0
2023-08-10,1555.0
2023-08-11,1633.0
2023-08-11,1607.0
2023-08-11,1679.0
2023-08-11,1645.0
2023-08-12,1716.0
2023-08-12,1735.0
2023-08-12,1491.0
2023-08-12,1651.0
2023-08-13,1718.0
2023-08-13,1765.0
2023-08-13,1518.0
2023-08-13,1509.0
2023-08-14,1515.0
2023-08-14,1549.0
2023-08-14,1601.0
2023-08-14,1628.0
2023-08-15,1489.0
2023-08-15,1505.0
2023-08-15,1834.0
2023-08-15,1712.0
2023-08-16,1592.0
2023-08-16,1747.0
2023-08-16,1578.0
2023-08-16,1568.0
2023-08-17,1497.0
2023-08-17,1528.0
2023-08-17,1594.0
2023-08-17,1795.0
2023-08-18,1592.0
2023-08-18,1799.0
2023-08-18,1529.0
2023-08-18,1495.0
2023-08-19,1558.0
2023-08-19,1676.0
2023-08-19,1514.0
2023-08-19,1665.0
2023-08-20,1460.0
2023-08-20,1744.0
2023-08-20,1468.0
2023-08-20,1841.0
2023-08-21,1664.0
2023-08-21,1576.0
2023-08-21,1806.0
2023-08-21,1582.0
2023-08-22,1534.0
2023-08-22,1496.0
2023-08-22,1466.0
2023-08-22,1540.0
2023-08-23,1594.0
2023-08-23,1457.0
2023-08-23,1674.0
2023-08-23,1703.0
2023-08-24,1710.0
2023-08-24,1671.0
2023-08-24,1533.0
2023-08-24,1556.0
2023-08-25,1828.0
2023-08-25,1843.0
2023-08-25,1584.0
2023-08-25,1787.0
2023-08-26,1564.0
2023-08-26,1801.0
2023-08-26,1797.0
2023-08-26,1565.0
2023-08-27,1645.0
2023-08-27,1491.0
2023-08-27,1749.0
2023-08-27,1824.0
2023-08-28,1504.0
2023-08-28,1587.0
2023-08-28,1721.0
2023-08-28,1464.0
2023-08-29,1778.0
2023-08-29,1644.0
2023-08-29,1508.0
2023-08-29,1480.0
2023-08-30,1746.0
2023-08-30,1728.0
2023-08-30,1542.0
2023-08-30,1714.0
2023-08-31,1798.0
2023-08-31,1509.0
2023-08-31,1689.0
2023-08-31,1833.0
2023-09-01,1692.0
2023-09-01,1707.0
2023-09-01,1456.0
2023-09-01,1645.0
2023-09-02,1451.0
2023-09-02,1465.0
2023-09-02,1538.0
2023-09-02,1840.0
2023-09-03,1553.0
2023-09-03,1810.0
2023-09-03,1472.0
2023-09-03,1730.0
2023-09-04,1792.0
2023-09-04,1849.0
2023-09-04,1752.0
2023-09-04,1820.0
2023-09-05,1807.0
2023-09-05,1829.0
2023-09-05,1827.0
2023-09-05,1809.0
2023-09-06,1503.0
2023-09-06,1548.0
2023-09-06,1466.0
2023-09-06,1810.0
2023-09-07,1755.0
2023-09-07,1559.0
2023-09-07,1847.0
2023-09-07,1599.0
2023-09-08,1574.0
2023-09-08,1736.0
2023-09-08,1563.0
2023-09-08,1590.0
2023-09-09,1717.0
2023-09-09,1474.0
2023-09-09,1816.0
2023-09-09,1693.0
2023-09-10,1768.0
2023-09-10,1603.0
2023-09-10,1749.0
2023-09-10,1722.0
2023-09-11,1847.0
2023-09-11,1803.0
2023-09-11,1572.0
2023-09-11,1601.0
2023-09-12,1810.0
2023-09-12,1551.0
2023-09-12,1630.0
2023-09-12,1488.0
2023-09-13,1489.0
2023-09-13,1598.0
2023-09-13,1837.0
2023-09-13,1733.0
2023-09-14,1805.0
2023-09-14,1453.0
2023-09-14,1756.0
2023-09-14,1597.0
2023-09-15,1619.0
2023-09-15,1611.0
2023-09-15,1761.0
2023-09-15,1775.0
2023-09-16,1617.0
2023-09-16,1541.0
2023-09-16,1626.0
2023-09-16,1522.0
2023-09-17,1638.0
2023-09-17,1612.0
2023-09-17,1486.0
2023-09-17,1461.0
2023-09-18,1806.0
2023-09-18,1825.0
2023-09-18,1671.0
2023-09-18,1761.0
2023-09-19,1728.0
2023-09-19,1607.0
2023-09-19,1721.0
2023-09-19,1485.0
2023-09-20,1464.0
2023-09-20,1618.0
2023-09-20,1532.0
2023-09-20,1559.0
2023-09-21,1769.0
2023-09-21,1825.0
2023-09-21,1701.0
2023-09-21,1609.0
2023-09-22,1806.0
2023-09-22,1586.0
2023-09-22,1611.0
2023-09-22,1558.0
2023-09-23,1564.0
2023-09-23,1529.0
2023-09-23,1514.0
2023-09-23,1776.0
2023-09-24,1740.0
2023-09-24,1823.0
2023-09-24,1848.0
2023-09-24,1811.0
2023-09-25,1839.0
2023-09-25,1687.0
2023-09-25,1507.0
2023-09-25,1782.0
2023-09-26,1843.0
2023-09-26,1828.0
2023-09-26,1490.0
2023-09-26,1557.0
2023-09-27,1536.0
2023-09-27,1681.0
2023-09-27,1842.0
2023-09-27,1773.0
2023-09-28,1643.0
2023-09-28,1605.0
2023-09-28,1798.0
2023-09-28,1460.0
2023-09-29,1746.0
2023-09-29,1608.0
2023-09-29,1487.0
2023-09-29,1635.0
2023-09-30,1832.0
2023-09-30,1503.0
2023-09-30,1759.0
2023-09-30,1791.0
2023-10-01,1456.0
2023-10-01,1810.0
2023-10-01,1637.0
2023-10-01,1847.0
2023-10-02,1611.0
2023-10-02,1787.0
2023-10-02,1574.0
2023-10-02,1752.0
2023-10-03,1847.0
2023-10-03,1845.0
2023-10-03,1833.0
2023-10-03,1451.0
2023-10-04,1562.0
2023-10-04,1809.0
2023-10-04,1518.0
2023-10-04,1552.0
2023-10-05,1469.0
2023-10-05,1846.0
2023-10-05,1754.0
2023-10-05,1620.0
2023-10-06,1540.0
2023-10-06,1490.0
2023-10-06,1526.0
2023-10-06,1803.0
2023-10-07,1619.0
2023-10-07,1720.0
2023-10-07,1665.0
2023-10-07,1587.0
2023-10-08,1823.0
2023-10-08,1810.0
2023-10-08,1652.0
2023-10-08,1763.0
2023-10-09,1529.0
2023-10-09,1733.0
2023-10-09,1737.0
2023-10-09,1775.0
2023-10-10,1472.0
2023-10-10,1690.0
2023-10-10,1737.0
2023-10-10,1691.0
2023-10-11,1624.0
2023-10-11,1505.0
2023-10-11,1599.0
2023-10-11,1762.0
2023-10-12,1624.0
2023-10-12,1783.0
2023-10-12,1569.0
2023-10-12,1480.0
2023-10-13,1603.0
2023-10-13,1810.0
2023-10-13,1663.0
2023-10-13,1534.0
2023-10-14,1500.0
2023-10-14,1610.0
2023-10-14,1743.0
2023-10-14,1541.0
2023-10-15,1570.0
2023-10-15,1609.0
2023-10-15,1581.0
2023-10-15,1783.0
2023-10-16,1794.0
2023-10-16,1511.0
2023-10-16,1713.0
2023-10-16,1679.0
2023-10-17,1517.0
2023-10-17,1526.0
2023-10-17,1817.0
2023-10-17,1645.0
2023-10-18,1626.0
2023-10-18,1636.0
2023-10-18,1713.0
2023-10-18,1462.0
2023-10-19,1693.0
